Avg WT,Max WT,Avg TAT,Max TAT
"147,52",484,"152,56",494
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p16,0,10,324,324,314
p17,0,8,239,239,231
p30,0,9,296,296,287
p33,0,9,305,305,296
p40,0,5,88,88,83
p61,0,1,1,1,0
p67,0,6,129,129,123
p71,0,6,135,135,129
p73,0,0,0,0,0
p81,0,5,93,93,88
p82,0,1,2,2,1
p3,1,7,196,195,188
p4,1,5,98,97,92
p6,1,4,67,66,62
p12,1,10,334,333,323
p37,1,1,3,2,1
p48,1,10,344,343,333
p58,1,2,6,5,3
p59,1,7,203,202,195
p28,2,7,210,208,201
p75,2,7,217,215,208
p80,2,2,8,6,4
p85,2,2,10,8,6
p92,2,0,2,0,0
p99,2,3,39,37,34
p2,3,6,141,138,132
p8,3,2,14,11,9
p11,3,1,4,1,0
p42,3,5,103,100,95
p43,3,5,108,105,100
p45,3,3,42,39,36
p53,3,10,354,351,341
p57,3,10,364,361,351
p60,3,10,374,371,361
p66,3,10,384,381,371
p74,3,2,16,13,11
p83,3,0,3,0,0
p84,3,4,71,68,64
p91,3,10,394,391,381
p93,3,6,147,144,138
p94,3,0,3,0,0
p15,4,0,4,0,0
p22,4,10,404,400,390
p31,4,8,247,243,235
p50,4,8,255,251,243
p64,4,3,45,41,38
p69,4,10,414,410,400
p86,4,2,18,14,12
p0,5,3,48,43,40
p21,5,0,6,1,1
p32,5,6,153,148,142
p65,5,2,20,15,13
p68,5,10,424,419,409
p98,5,2,22,17,15
p1,6,8,263,257,249
p13,6,2,24,18,16
p23,6,10,434,428,418
p25,6,3,51,45,42
p26,6,7,224,218,211
p29,6,0,6,0,0
p35,6,6,159,153,147
p52,6,5,113,107,102
p55,6,6,165,159,153
p62,6,5,118,112,107
p78,6,3,54,48,45
p7,7,8,271,264,256
p18,7,10,444,437,427
p20,7,9,314,307,298
p34,7,0,8,1,1
p36,7,8,279,272,264
p47,7,6,171,164,158
p63,7,4,75,68,64
p70,7,10,454,447,437
p87,7,2,26,19,17
p5,8,2,28,20,18
p9,8,3,57,49,46
p14,8,2,30,22,20
p44,8,10,464,456,446
p54,8,10,474,466,456
p89,8,7,231,223,216
p90,8,10,484,476,466
p10,9,2,32,23,21
p38,9,6,177,168,162
p49,9,6,183,174,168
p56,9,10,494,485,475
p79,9,0,10,1,1
p95,9,2,34,25,23
p96,9,4,79,70,66
p97,9,1,11,2,1
p19,10,0,10,0,0
p24,10,6,189,179,173
p27,10,5,123,113,108
p39,10,10,504,494,484
p41,10,4,83,73,69
p46,10,3,60,50,47
p51,10,0,10,0,0
p72,10,3,63,53,50
p76,10,2,36,26,24
p77,10,8,287,277,269
p88,10,1,12,2,1
