Avg WT,Max WT,Avg TAT,Max TAT
"176,92",520,"182,32",530
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p27,0,5,87,87,82
p41,0,3,28,28,25
p49,0,2,2,2,0
p53,0,3,31,31,28
p60,0,7,211,211,204
p68,0,7,218,218,211
p82,0,10,450,450,440
p95,0,4,50,50,46
p10,1,2,4,3,1
p13,1,3,34,33,30
p37,1,0,2,1,1
p42,1,6,138,137,131
p73,1,5,92,91,86
p80,1,7,225,224,217
p83,1,4,54,53,49
p84,1,5,97,96,91
p0,2,5,102,100,95
p14,2,2,7,5,3
p25,2,2,13,11,9
p32,2,0,2,0,0
p46,2,7,232,230,223
p71,2,8,289,287,279
p90,2,7,239,237,230
p5,3,9,386,383,374
p8,3,10,460,457,447
p28,3,10,470,467,457
p29,3,5,107,104,99
p48,3,8,297,294,286
p57,3,1,5,2,1
p23,4,4,58,54,50
p33,4,6,144,140,134
p34,4,2,15,11,9
p55,4,7,246,242,235
p56,4,8,305,301,293
p62,4,5,112,108,103
p63,4,10,480,476,466
p65,4,5,117,113,108
p66,4,4,62,58,54
p72,4,0,4,0,0
p89,4,6,150,146,140
p97,4,2,17,13,11
p3,5,3,37,32,29
p4,5,7,253,248,241
p18,5,0,5,0,0
p21,5,2,19,14,12
p22,5,6,156,151,145
p74,5,6,162,157,151
p78,5,10,490,485,475
p6,6,9,395,389,380
p9,6,6,168,162,156
p12,6,3,40,34,31
p30,6,0,7,1,1
p38,6,4,66,60,56
p44,6,6,174,168,162
p47,6,5,122,116,111
p50,6,5,127,121,116
p64,6,7,260,254,247
p67,6,10,500,494,484
p70,6,10,510,504,494
p86,6,2,21,15,13
p88,6,9,404,398,389
p1,7,1,8,1,0
p26,7,8,313,306,298
p35,7,6,180,173,167
p45,7,6,186,179,173
p76,7,6,192,185,179
p81,7,7,267,260,253
p85,7,9,413,406,397
p87,7,8,321,314,306
p94,7,7,274,267,260
p98,7,10,520,513,503
p7,8,7,281,273,266
p16,8,4,70,62,58
p17,8,3,43,35,32
p52,8,1,9,1,0
p77,8,9,422,414,405
p19,9,2,23,14,12
p20,9,1,10,1,0
p24,9,2,25,16,14
p39,9,6,198,189,183
p40,9,8,329,320,312
p43,9,10,530,521,511
p54,9,8,337,328,320
p61,9,1,11,2,1
p69,9,8,345,336,328
p93,9,8,353,344,336
p96,9,0,9,0,0
p99,9,4,74,65,61
p2,10,10,540,530,520
p11,10,8,361,351,343
p15,10,3,46,36,33
p31,10,4,78,68,64
p36,10,5,132,122,117
p51,10,6,204,194,188
p58,10,8,369,359,351
p59,10,0,10,0,0
p75,10,9,431,421,412
p79,10,9,440,430,421
p91,10,8,377,367,359
p92,10,4,82,72,68
