Avg WT,Max WT,Avg TAT,Max TAT
"132,13",430,"136,61",440
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p3,0,2,17,17,15
p9,0,1,1,1,0
p13,0,7,225,225,218
p21,0,1,2,2,1
p26,0,6,146,146,140
p36,0,5,100,100,95
p45,0,7,232,232,225
p58,0,6,152,152,146
p59,0,3,36,36,33
p72,0,8,303,303,295
p82,0,7,239,239,232
p96,0,0,0,0,0
p7,1,1,3,2,1
p11,1,1,4,3,2
p33,1,0,1,0,0
p41,1,1,5,4,3
p46,1,7,246,245,238
p66,1,6,158,157,151
p68,1,4,55,54,50
p76,1,4,59,58,54
p0,2,2,19,17,15
p6,2,2,21,19,17
p17,2,10,408,406,396
p20,2,6,164,162,156
p52,2,1,6,4,3
p60,2,4,63,61,57
p61,2,9,344,342,333
p78,2,7,253,251,244
p93,2,4,67,65,61
p95,2,6,170,168,162
p98,2,9,353,351,342
p99,2,1,7,5,4
p1,3,1,8,5,4
p14,3,7,260,257,250
p25,3,4,71,68,64
p65,3,10,418,415,405
p80,3,0,3,0,0
p81,3,9,362,359,350
p86,3,6,176,173,167
p4,4,9,371,367,358
p16,4,5,105,101,96
p24,4,5,110,106,101
p29,4,8,311,307,299
p32,4,6,182,178,172
p35,4,10,428,424,414
p38,4,7,267,263,256
p39,4,3,39,35,32
p43,4,2,23,19,17
p49,4,4,75,71,67
p54,4,3,42,38,35
p67,4,1,9,5,4
p70,4,8,319,315,307
p73,4,4,79,75,71
p75,4,10,438,434,424
p79,4,6,188,184,178
p84,4,5,115,111,106
p88,4,4,83,79,75
p31,5,3,45,40,37
p50,5,1,10,5,4
p63,5,6,194,189,183
p34,6,5,120,114,109
p40,6,3,48,42,39
p77,6,6,200,194,188
p85,6,4,87,81,77
p2,7,1,11,4,3
p8,7,5,125,118,113
p12,7,7,274,267,260
p19,7,3,51,44,41
p22,7,0,7,0,0
p30,7,2,25,18,16
p48,7,4,91,84,80
p55,7,2,27,20,18
p56,7,2,29,22,20
p57,7,6,206,199,193
p18,8,10,448,440,430
p23,8,9,380,372,363
p28,8,4,95,87,83
p37,8,8,327,319,311
p53,8,0,8,0,0
p64,8,5,130,122,117
p69,8,0,8,0,0
p74,8,5,135,127,122
p90,8,8,335,327,319
p92,8,9,389,381,372
p97,8,6,212,204,198
p10,9,1,12,3,2
p27,9,2,31,22,20
p42,9,0,9,0,0
p44,9,2,33,24,22
p47,9,0,9,0,0
p83,9,5,140,131,126
p87,9,6,218,209,203
p89,9,7,281,272,265
p91,9,7,288,279,272
p5,10,0,10,0,0
p15,10,1,13,3,2
p51,10,1,14,4,3
p62,10,1,15,5,4
p71,10,9,398,388,379
p94,10,7,295,285,278
