Avg WT,Max WT,Avg TAT,Max TAT
"239,54",472,"235,18",462
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p0,0,3,0,0,3
p3,0,4,3,3,7
p6,0,3,7,7,10
p27,0,5,10,10,15
p36,0,2,15,15,17
p40,0,4,17,17,21
p41,0,4,21,21,25
p42,0,2,25,25,27
p49,0,10,27,27,37
p53,0,9,37,37,46
p57,0,8,46,46,54
p60,0,7,54,54,61
p69,0,6,61,61,67
p73,0,2,67,67,69
p13,1,9,68,69,78
p23,1,3,77,78,81
p33,1,6,80,81,87
p37,1,5,86,87,92
p44,1,4,91,92,96
p54,1,2,95,96,98
p56,1,4,97,98,102
p58,1,4,101,102,106
p62,1,0,105,106,106
p70,1,10,105,106,116
p79,1,1,115,116,117
p80,1,1,116,117,118
p86,1,9,117,118,127
p87,1,3,126,127,130
p89,1,0,129,130,130
p97,1,10,129,130,140
p38,2,1,138,140,141
p66,2,5,139,141,146
p91,2,4,144,146,150
p92,2,3,148,150,153
p11,3,5,150,153,158
p21,3,4,155,158,162
p22,3,7,159,162,169
p39,3,9,166,169,178
p45,3,4,175,178,182
p51,3,8,179,182,190
p55,3,10,187,190,200
p61,3,3,197,200,203
p77,3,10,200,203,213
p83,3,8,210,213,221
p85,3,7,218,221,228
p94,3,1,225,228,229
p25,4,8,225,229,237
p34,4,6,233,237,243
p50,4,1,239,243,244
p52,4,1,240,244,245
p63,4,1,241,245,246
p64,4,10,242,246,256
p76,4,10,252,256,266
p82,4,8,262,266,274
p95,4,7,270,274,281
p2,5,4,276,281,285
p17,5,1,280,285,286
p26,5,1,281,286,287
p81,5,3,282,287,290
p1,6,7,284,290,297
p12,6,10,291,297,307
p20,6,5,301,307,312
p29,6,9,306,312,321
p31,6,0,315,321,321
p43,6,4,315,321,325
p46,6,3,319,325,328
p59,6,3,322,328,331
p65,6,2,325,331,333
p75,6,4,327,333,337
p96,6,0,331,337,337
p99,6,0,331,337,337
p24,7,8,330,337,345
p28,7,9,338,345,354
p71,7,2,347,354,356
p74,7,7,349,356,363
p4,8,0,355,363,363
p5,8,4,355,363,367
p8,8,8,359,367,375
p9,8,7,367,375,382
p10,8,7,374,382,389
p14,8,1,381,389,390
p16,8,10,382,390,400
p19,8,4,392,400,404
p30,8,2,396,404,406
p47,8,5,398,406,411
p48,8,6,403,411,417
p68,8,2,409,417,419
p18,9,6,410,419,425
p35,9,3,416,425,428
p67,9,5,419,428,433
p72,9,9,424,433,442
p84,9,2,433,442,444
p98,9,5,435,444,449
p7,10,3,439,449,452
p15,10,0,442,452,452
p32,10,7,442,452,459
p78,10,3,449,459,462
p88,10,1,452,462,463
p90,10,9,453,463,472
p93,10,0,462,472,472
