Avg WT,Max WT,Avg TAT,Max TAT
"249,26",502,"244,05",492
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p1,0,10,0,0,10
p31,0,6,10,10,16
p42,0,9,16,16,25
p46,0,1,25,25,26
p49,0,1,26,26,27
p64,0,5,27,27,32
p79,0,9,32,32,41
p95,0,7,41,41,48
p25,1,5,47,48,53
p39,1,9,52,53,62
p65,1,6,61,62,68
p66,1,7,67,68,75
p68,1,5,74,75,80
p82,1,7,79,80,87
p0,2,0,85,87,87
p7,2,8,85,87,95
p17,2,2,93,95,97
p63,2,6,95,97,103
p76,2,7,101,103,110
p88,2,8,108,110,118
p93,2,2,116,118,120
p99,2,1,118,120,121
p6,3,0,118,121,121
p12,3,9,118,121,130
p14,3,6,127,130,136
p26,3,0,133,136,136
p29,3,8,133,136,144
p36,3,5,141,144,149
p51,3,1,146,149,150
p55,3,8,147,150,158
p4,4,2,154,158,160
p16,4,10,156,160,170
p18,4,5,166,170,175
p33,4,3,171,175,178
p37,4,2,174,178,180
p45,4,4,176,180,184
p53,4,3,180,184,187
p61,4,1,183,187,188
p71,4,1,184,188,189
p87,4,3,185,189,192
p96,4,5,188,192,197
p2,5,4,192,197,201
p13,5,8,196,201,209
p15,5,7,204,209,216
p19,5,10,211,216,226
p23,5,3,221,226,229
p32,5,8,224,229,237
p43,5,1,232,237,238
p48,5,1,233,238,239
p58,5,4,234,239,243
p62,5,2,238,243,245
p70,5,7,240,245,252
p75,5,3,247,252,255
p92,5,5,250,255,260
p3,6,5,254,260,265
p11,6,6,259,265,271
p21,6,1,265,271,272
p57,6,6,266,272,278
p69,6,6,272,278,284
p81,6,6,278,284,290
p90,6,7,284,290,297
p98,6,5,291,297,302
p9,7,1,295,302,303
p20,7,10,296,303,313
p27,7,1,306,313,314
p30,7,1,307,314,315
p35,7,2,308,315,317
p38,7,9,310,317,326
p56,7,10,319,326,336
p74,7,3,329,336,339
p78,7,10,332,339,349
p80,7,10,342,349,359
p84,7,5,352,359,364
p85,7,8,357,364,372
p89,7,9,365,372,381
p8,8,7,373,381,388
p28,8,1,380,388,389
p40,8,9,381,389,398
p47,8,4,390,398,402
p67,8,9,394,402,411
p73,8,3,403,411,414
p77,8,3,406,414,417
p91,8,1,409,417,418
p5,9,5,409,418,423
p22,9,8,414,423,431
p50,9,5,422,431,436
p54,9,1,427,436,437
p59,9,3,428,437,440
p60,9,1,431,440,441
p86,9,6,432,441,447
p10,10,7,437,447,454
p24,10,8,444,454,462
p34,10,4,452,462,466
p41,10,5,456,466,471
p44,10,10,461,471,481
p52,10,3,471,481,484
p72,10,10,474,484,494
p83,10,4,484,494,498
p94,10,4,488,498,502
p97,10,5,492,502,507
