Avg WT,Max WT,Avg TAT,Max TAT
"159,96",489,"165,04",499
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p8,0,7,208,208,201
p11,0,7,215,215,208
p31,0,6,147,147,141
p49,0,8,251,251,243
p52,0,5,111,111,106
p55,0,6,153,153,147
p59,0,6,159,159,153
p65,0,5,116,116,111
p73,0,10,448,448,438
p78,0,1,1,1,0
p79,0,8,259,259,251
p84,0,9,348,348,339
p88,0,1,2,2,1
p91,0,2,13,13,11
p95,0,2,15,15,13
p16,1,9,357,356,347
p17,1,9,366,365,356
p21,1,10,458,457,447
p23,1,1,3,2,1
p24,1,1,4,3,2
p75,1,3,34,33,30
p80,1,8,267,266,258
p87,1,6,165,164,158
p96,1,9,375,374,365
p1,2,3,37,35,32
p18,2,6,171,169,163
p25,2,3,40,38,35
p37,2,10,468,466,456
p54,2,2,17,15,13
p57,2,2,19,17,15
p62,2,5,121,119,114
p77,2,10,478,476,466
p89,2,2,21,19,17
p0,3,1,5,2,1
p5,3,7,222,219,212
p42,3,5,126,123,118
p44,3,4,74,71,67
p48,3,2,23,20,18
p85,3,9,384,381,372
p90,3,5,131,128,123
p99,3,1,6,3,2
p26,4,3,43,39,36
p27,4,2,25,21,19
p70,4,0,4,0,0
p71,4,8,275,271,263
p94,4,8,283,279,271
p98,4,3,46,42,39
p12,5,6,177,172,166
p15,5,5,136,131,126
p20,5,1,7,2,1
p33,5,6,183,178,172
p74,5,4,78,73,69
p93,5,3,49,44,41
p4,6,4,82,76,72
p22,6,6,189,183,177
p29,6,2,27,21,19
p45,6,9,393,387,378
p51,6,1,8,2,1
p69,6,3,52,46,43
p72,6,8,291,285,277
p76,6,8,299,293,285
p10,7,10,488,481,471
p14,7,1,9,2,1
p34,7,9,402,395,386
p35,7,4,86,79,75
p36,7,6,195,188,182
p46,7,4,90,83,79
p50,7,3,55,48,45
p67,7,7,229,222,215
p83,7,1,10,3,2
p92,7,9,411,404,395
p2,8,0,8,0,0
p28,8,3,58,50,47
p30,8,10,498,490,480
p40,8,8,307,299,291
p41,8,4,94,86,82
p47,8,4,98,90,86
p53,8,3,61,53,50
p63,8,1,11,3,2
p64,8,8,315,307,299
p81,8,9,420,412,403
p3,9,4,102,93,89
p6,9,0,9,0,0
p7,9,8,323,314,306
p9,9,10,508,499,489
p19,9,9,429,420,411
p32,9,7,236,227,220
p38,9,2,29,20,18
p39,9,6,201,192,186
p61,9,4,106,97,93
p86,9,8,331,322,314
p97,9,0,9,0,0
p13,10,3,64,54,51
p43,10,8,339,329,321
p56,10,7,243,233,226
p58,10,3,67,57,54
p60,10,5,141,131,126
p66,10,2,31,21,19
p68,10,9,438,428,419
p82,10,3,70,60,57
