Avg WT,Max WT,Avg TAT,Max TAT
"220,04",437,"214,76",427
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p21,0,1,0,0,1
p26,0,1,1,1,2
p54,0,0,2,2,2
p61,0,9,2,2,11
p72,0,10,11,11,21
p76,0,0,21,21,21
p18,1,7,20,21,28
p35,1,5,27,28,33
p48,1,6,32,33,39
p57,1,5,38,39,44
p60,1,10,43,44,54
p74,1,9,53,54,63
p82,1,2,62,63,65
p97,1,0,64,65,65
p49,2,6,63,65,71
p55,2,6,69,71,77
p63,2,8,75,77,85
p69,2,9,83,85,94
p85,2,1,92,94,95
p88,2,2,93,95,97
p96,2,7,95,97,104
p5,3,1,101,104,105
p22,3,0,102,105,105
p40,3,0,102,105,105
p41,3,1,102,105,106
p45,3,3,103,106,109
p53,3,8,106,109,117
p64,3,3,114,117,120
p80,3,2,117,120,122
p81,3,6,119,122,128
p92,3,6,125,128,134
p11,4,9,130,134,143
p12,4,10,139,143,153
p23,4,1,149,153,154
p29,4,5,150,154,159
p34,4,2,155,159,161
p36,4,3,157,161,164
p39,4,1,160,164,165
p47,4,8,161,165,173
p58,4,0,169,173,173
p59,4,0,169,173,173
p70,4,8,169,173,181
p95,4,10,177,181,191
p98,4,10,187,191,201
p1,5,5,196,201,206
p6,5,6,201,206,212
p9,5,1,207,212,213
p28,5,2,208,213,215
p32,5,4,210,215,219
p90,5,5,214,219,224
p99,5,2,219,224,226
p4,6,2,220,226,228
p10,6,8,222,228,236
p27,6,7,230,236,243
p42,6,4,237,243,247
p46,6,3,241,247,250
p52,6,7,244,250,257
p56,6,4,251,257,261
p65,6,1,255,261,262
p75,6,10,256,262,272
p78,6,1,266,272,273
p84,6,3,267,273,276
p89,6,4,270,276,280
p3,7,0,273,280,280
p7,7,6,273,280,286
p8,7,5,279,286,291
p30,7,8,284,291,299
p51,7,5,292,299,304
p66,7,5,297,304,309
p77,7,0,302,309,309
p83,7,1,302,309,310
p14,8,5,302,310,315
p16,8,0,307,315,315
p17,8,7,307,315,322
p20,8,2,314,322,324
p25,8,8,316,324,332
p31,8,8,324,332,340
p44,8,7,332,340,347
p50,8,10,339,347,357
p79,8,1,349,357,358
p91,8,0,350,358,358
p13,9,7,349,358,365
p15,9,8,356,365,373
p24,9,1,364,373,374
p33,9,0,365,374,374
p37,9,5,365,374,379
p43,9,5,370,379,384
p68,9,10,375,384,394
p86,9,3,385,394,397
p93,9,3,388,397,400
p0,10,0,390,400,400
p2,10,3,390,400,403
p19,10,9,393,403,412
p38,10,8,402,412,420
p62,10,2,410,420,422
p67,10,10,412,422,432
p71,10,1,422,432,433
p73,10,2,423,433,435
p87,10,2,425,435,437
p94,10,2,427,437,439
