Avg WT,Max WT,Avg TAT,Max TAT
"132,85",429,"137,34",439
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p41,0,2,13,13,11
p45,0,6,157,157,151
p58,0,1,1,1,0
p62,0,3,32,32,29
p70,0,10,429,429,419
p78,0,2,15,15,13
p81,0,1,2,2,1
p5,1,4,54,53,49
p8,1,1,3,2,1
p14,1,1,4,3,2
p21,1,2,17,16,14
p23,1,6,163,162,156
p24,1,9,374,373,364
p52,1,7,212,211,204
p68,1,4,58,57,53
p76,1,8,269,268,260
p79,1,7,219,218,211
p85,1,0,1,0,0
p92,1,4,62,61,57
p93,1,3,35,34,31
p2,2,3,38,36,33
p4,2,9,383,381,372
p28,2,7,226,224,217
p32,2,7,233,231,224
p36,2,5,111,109,104
p56,2,2,19,17,15
p98,2,1,5,3,2
p39,3,7,240,237,230
p51,3,2,21,18,16
p61,3,1,6,3,2
p89,3,5,116,113,108
p1,4,5,121,117,112
p6,4,5,126,122,117
p11,4,2,23,19,17
p15,4,10,439,435,425
p20,4,4,66,62,58
p25,4,1,7,3,2
p29,4,4,70,66,62
p35,4,2,25,21,19
p66,4,9,392,388,379
p71,4,5,131,127,122
p87,4,4,74,70,66
p95,4,0,4,0,0
p97,4,8,277,273,265
p18,5,6,169,164,158
p26,5,0,5,0,0
p27,5,0,5,0,0
p37,5,2,27,22,20
p46,5,6,175,170,164
p59,5,8,285,280,272
p72,5,3,41,36,33
p80,5,6,181,176,170
p94,5,3,44,39,36
p99,5,8,293,288,280
p0,6,4,78,72,68
p17,6,6,187,181,175
p22,6,8,301,295,287
p49,6,8,309,303,295
p75,6,4,82,76,72
p86,6,0,6,0,0
p90,6,1,8,2,1
p3,7,1,9,2,1
p7,7,0,7,0,0
p13,7,8,317,310,302
p19,7,7,247,240,233
p33,7,4,86,79,75
p40,7,1,10,3,2
p74,7,0,7,0,0
p77,7,0,7,0,0
p82,7,0,7,0,0
p88,7,3,47,40,37
p10,8,9,401,393,384
p16,8,6,193,185,179
p30,8,7,254,246,239
p44,8,8,325,317,309
p50,8,4,90,82,78
p53,8,2,29,21,19
p54,8,6,199,191,185
p60,8,5,136,128,123
p69,8,9,410,402,393
p73,8,8,333,325,317
p83,8,5,141,133,128
p31,9,4,94,85,81
p34,9,0,9,0,0
p38,9,6,205,196,190
p42,9,4,98,89,85
p47,9,5,146,137,132
p57,9,4,102,93,89
p63,9,3,50,41,38
p64,9,8,341,332,324
p91,9,0,9,0,0
p9,10,9,419,409,400
p12,10,8,349,339,331
p43,10,8,357,347,339
p48,10,8,365,355,347
p55,10,5,151,141,136
p65,10,10,449,439,429
p67,10,4,106,96,92
p84,10,7,261,251,244
p96,10,1,11,1,0
