Avg WT,Max WT,Avg TAT,Max TAT
"251,71",471,"247,23",461
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p0,0,7,0,0,7
p5,0,7,7,7,14
p12,0,4,14,14,18
p20,0,0,18,18,18
p40,0,8,18,18,26
p48,0,9,26,26,35
p56,0,4,35,35,39
p57,0,5,39,39,44
p69,0,10,44,44,54
p72,0,9,54,54,63
p90,0,9,63,63,72
p1,1,6,71,72,78
p8,1,2,77,78,80
p14,1,4,79,80,84
p19,1,1,83,84,85
p49,1,10,84,85,95
p60,1,8,94,95,103
p89,1,4,102,103,107
p99,1,2,106,107,109
p9,2,7,107,109,116
p11,2,7,114,116,123
p13,2,8,121,123,131
p34,2,2,129,131,133
p35,2,1,131,133,134
p71,2,8,132,134,142
p75,2,0,140,142,142
p79,2,8,140,142,150
p87,2,10,148,150,160
p93,2,8,158,160,168
p94,2,10,166,168,178
p98,2,1,176,178,179
p3,3,3,176,179,182
p4,3,6,179,182,188
p16,3,0,185,188,188
p17,3,0,185,188,188
p23,3,8,185,188,196
p28,3,7,193,196,203
p30,3,10,200,203,213
p41,3,0,210,213,213
p42,3,9,210,213,222
p59,3,2,219,222,224
p80,3,6,221,224,230
p29,4,4,226,230,234
p36,4,2,230,234,236
p50,4,0,232,236,236
p61,4,0,232,236,236
p63,4,6,232,236,242
p64,4,6,238,242,248
p73,4,2,244,248,250
p81,4,9,246,250,259
p86,4,2,255,259,261
p97,4,3,257,261,264
p10,5,7,259,264,271
p15,5,5,266,271,276
p24,5,0,271,276,276
p38,5,0,271,276,276
p47,5,0,271,276,276
p67,5,0,271,276,276
p77,5,5,271,276,281
p82,5,3,276,281,284
p83,5,9,279,284,293
p85,5,9,288,293,302
p96,5,7,297,302,309
p2,6,9,303,309,318
p21,6,3,312,318,321
p52,6,6,315,321,327
p54,6,8,321,327,335
p55,6,1,329,335,336
p78,6,2,330,336,338
p91,6,6,332,338,344
p6,7,10,337,344,354
p25,7,9,347,354,363
p27,7,10,356,363,373
p44,7,1,366,373,374
p58,7,4,367,374,378
p62,7,10,371,378,388
p65,7,5,381,388,393
p66,7,0,386,393,393
p68,7,3,386,393,396
p74,7,8,389,396,404
p84,7,10,397,404,414
p26,8,3,406,414,417
p31,8,1,409,417,418
p32,8,1,410,418,419
p37,8,4,411,419,423
p53,8,1,415,423,424
p95,8,5,416,424,429
p7,9,5,420,429,434
p22,9,1,425,434,435
p33,9,3,426,435,438
p43,9,0,429,438,438
p45,9,2,429,438,440
p51,9,8,431,440,448
p70,9,0,439,448,448
p76,9,0,439,448,448
p92,9,5,439,448,453
p18,10,5,443,453,458
p39,10,3,448,458,461
p46,10,10,451,461,471
p88,10,5,461,471,476
