Avg WT,Max WT,Avg TAT,Max TAT
"151,11",467,"155,98",477
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p23,0,1,1,1,0
p44,0,9,344,344,335
p75,0,3,38,38,35
p94,0,2,11,11,9
p98,0,1,2,2,1
p16,1,9,353,352,343
p47,1,2,13,12,10
p50,1,7,229,228,221
p59,1,5,117,116,111
p62,1,8,279,278,270
p83,1,2,15,14,12
p1,2,6,168,166,160
p4,2,9,362,360,351
p6,2,5,122,120,115
p22,2,0,2,0,0
p27,2,10,417,415,405
p31,2,0,2,0,0
p36,2,1,3,1,0
p37,2,2,17,15,13
p42,2,5,127,125,120
p56,2,6,174,172,166
p57,2,4,60,58,54
p61,2,10,427,425,415
p82,2,10,437,435,425
p84,2,7,236,234,227
p86,2,1,4,2,1
p88,2,2,19,17,15
p89,2,6,180,178,172
p5,3,10,447,444,434
p8,3,3,41,38,35
p11,3,5,132,129,124
p29,3,0,3,0,0
p39,3,6,186,183,177
p51,3,3,44,41,38
p63,3,7,243,240,233
p80,3,2,21,18,16
p81,3,4,64,61,57
p85,3,3,47,44,41
p91,3,8,287,284,276
p92,3,1,5,2,1
p97,3,2,23,20,18
p2,4,5,137,133,128
p14,4,5,142,138,133
p28,4,8,295,291,283
p34,4,4,68,64,60
p45,4,4,72,68,64
p66,4,2,25,21,19
p72,4,4,76,72,68
p73,4,0,4,0,0
p95,4,1,6,2,1
p99,4,1,7,3,2
p13,5,10,457,452,442
p41,5,4,80,75,71
p43,5,4,84,79,75
p46,5,1,8,3,2
p55,5,3,50,45,42
p64,5,8,303,298,290
p67,5,2,27,22,20
p68,5,6,192,187,181
p77,5,6,198,193,187
p93,5,9,371,366,357
p10,6,8,311,305,297
p12,6,4,88,82,78
p18,6,8,319,313,305
p24,6,4,92,86,82
p32,6,4,96,90,86
p65,6,6,204,198,192
p70,6,4,100,94,90
p87,6,10,467,461,451
p96,6,5,147,141,136
p0,7,1,9,2,1
p9,7,2,29,22,20
p33,7,7,250,243,236
p48,7,7,257,250,243
p52,7,5,152,145,140
p69,7,2,31,24,22
p78,7,3,53,46,43
p20,8,7,264,256,249
p21,8,2,33,25,23
p26,8,4,104,96,92
p30,8,9,380,372,363
p60,8,9,389,381,372
p74,8,8,327,319,311
p79,8,6,210,202,196
p7,9,9,398,389,380
p15,9,3,56,47,44
p38,9,2,35,26,24
p49,9,5,157,148,143
p53,9,5,162,153,148
p3,10,8,335,325,317
p17,10,4,108,98,94
p19,10,0,11,1,1
p25,10,7,271,261,254
p35,10,10,477,467,457
p40,10,6,216,206,200
p54,10,0,11,1,1
p58,10,6,222,212,206
p71,10,9,407,397,388
p76,10,4,112,102,98
p90,10,10,487,477,467
