Avg WT,Max WT,Avg TAT,Max TAT
"135,49",453,"140,2",463
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p2,0,10,401,401,391
p5,0,1,1,1,0
p16,0,1,2,2,1
p49,0,0,0,0,0
p52,0,0,0,0,0
p71,0,10,411,411,401
p86,0,3,35,35,32
p36,1,0,1,0,0
p45,1,1,3,2,1
p56,1,1,4,3,2
p65,1,7,170,169,162
p80,1,4,57,56,52
p84,1,1,5,4,3
p89,1,8,255,254,246
p91,1,8,263,262,254
p13,2,6,133,131,125
p18,2,7,177,175,168
p19,2,7,184,182,175
p23,2,9,328,326,317
p27,2,4,61,59,55
p31,2,3,38,36,33
p32,2,0,2,0,0
p43,2,0,2,0,0
p50,2,3,41,39,36
p54,2,10,421,419,409
p66,2,4,65,63,59
p74,2,1,6,4,3
p78,2,9,337,335,326
p88,2,8,271,269,261
p93,2,7,191,189,182
p95,2,8,279,277,269
p17,3,2,16,13,11
p22,3,10,431,428,418
p42,3,10,441,438,428
p55,3,7,198,195,188
p61,3,9,346,343,334
p70,3,8,287,284,276
p79,3,3,44,41,38
p7,4,10,451,447,437
p11,4,2,18,14,12
p12,4,6,139,135,129
p26,4,7,205,201,194
p40,4,0,4,0,0
p73,4,9,355,351,342
p85,4,2,20,16,14
p3,5,2,22,17,15
p37,5,1,7,2,1
p48,5,7,212,207,200
p8,6,1,8,2,1
p15,6,7,219,213,206
p34,6,0,6,0,0
p41,6,1,9,3,2
p47,6,2,24,18,16
p53,6,5,102,96,91
p60,6,5,107,101,96
p63,6,7,226,220,213
p92,6,7,233,227,220
p1,7,1,10,3,2
p29,7,7,240,233,226
p30,7,9,364,357,348
p38,7,1,11,4,3
p39,7,10,461,454,444
p44,7,5,112,105,100
p58,7,2,26,19,17
p62,7,1,12,5,4
p69,7,2,28,21,19
p90,7,9,373,366,357
p96,7,3,47,40,37
p98,7,6,145,138,132
p99,7,5,117,110,105
p4,8,4,69,61,57
p20,8,3,50,42,39
p21,8,9,382,374,365
p24,8,0,8,0,0
p25,8,4,73,65,61
p35,8,1,13,5,4
p46,8,10,471,463,453
p57,8,8,295,287,279
p59,8,5,122,114,109
p97,8,4,77,69,65
p14,9,6,151,142,136
p28,9,4,81,72,68
p64,9,5,127,118,113
p72,9,4,85,76,72
p75,9,2,30,21,19
p76,9,8,303,294,286
p0,10,3,53,43,40
p6,10,0,10,0,0
p9,10,2,32,22,20
p10,10,6,157,147,141
p33,10,0,10,0,0
p51,10,4,89,79,75
p67,10,4,93,83,79
p68,10,4,97,87,83
p77,10,7,247,237,230
p81,10,1,14,4,3
p82,10,8,311,301,293
p83,10,8,319,309,301
p87,10,6,163,153,147
p94,10,9,391,381,372
