Avg WT,Max WT,Avg TAT,Max TAT
"139,92",463,"144,75",473
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p13,0,3,3,3,0
p30,0,9,300,300,291
p65,0,0,0,0,0
p68,0,8,251,251,243
p82,0,9,309,309,300
p93,0,0,0,0,0
p97,0,4,75,75,71
p7,1,1,4,3,2
p17,1,10,373,372,362
p18,1,2,13,12,10
p24,1,6,121,120,114
p44,1,4,79,78,74
p73,1,4,83,82,78
p15,2,0,3,1,1
p19,2,0,3,1,1
p47,2,2,15,13,11
p51,2,9,318,316,307
p57,2,10,383,381,371
p64,2,7,194,192,185
p87,2,10,393,391,381
p88,2,7,201,199,192
p90,2,9,327,325,316
p91,2,6,127,125,119
p27,3,10,403,400,390
p35,3,0,3,0,0
p41,3,10,413,410,400
p42,3,2,17,14,12
p61,3,3,38,35,32
p67,3,7,208,205,198
p80,3,0,3,0,0
p86,3,10,423,420,410
p95,3,2,19,16,14
p5,4,1,5,1,0
p12,4,3,41,37,34
p22,4,8,259,255,247
p31,4,7,215,211,204
p39,4,5,100,96,91
p50,4,6,133,129,123
p55,4,1,6,2,1
p58,4,9,336,332,323
p85,4,2,21,17,15
p94,4,3,44,40,37
p96,4,6,139,135,129
p1,5,7,222,217,210
p20,5,1,7,2,1
p21,5,0,5,0,0
p23,5,6,145,140,134
p28,5,0,5,0,0
p32,5,7,229,224,217
p53,5,3,47,42,39
p66,5,0,5,0,0
p70,5,2,23,18,16
p74,5,8,267,262,254
p76,5,6,151,146,140
p4,6,0,6,0,0
p10,6,4,87,81,77
p25,6,10,433,427,417
p29,6,8,275,269,261
p43,6,8,283,277,269
p56,6,3,50,44,41
p78,6,10,443,437,427
p0,7,0,7,0,0
p2,7,6,157,150,144
p3,7,1,8,1,0
p11,7,1,9,2,1
p16,7,9,345,338,329
p34,7,2,25,18,16
p48,7,3,53,46,43
p69,7,4,91,84,80
p71,7,9,354,347,338
p75,7,10,453,446,436
p77,7,4,95,88,84
p84,7,3,56,49,46
p14,8,2,27,19,17
p33,8,6,163,155,149
p36,8,3,59,51,48
p40,8,7,236,228,221
p54,8,1,10,2,1
p60,8,10,463,455,445
p72,8,5,105,97,92
p81,8,10,473,465,455
p98,8,7,243,235,228
p99,8,6,169,161,155
p6,9,9,363,354,345
p8,9,3,62,53,50
p38,9,5,110,101,96
p45,9,8,291,282,274
p46,9,3,65,56,53
p79,9,1,11,2,1
p89,9,6,175,166,160
p92,9,6,181,172,166
p9,10,2,29,19,17
p26,10,2,31,21,19
p37,10,2,33,23,21
p49,10,6,187,177,171
p52,10,3,68,58,55
p59,10,3,71,61,58
p62,10,10,483,473,463
p63,10,2,35,25,23
p83,10,5,115,105,100
