Avg WT,Max WT,Avg TAT,Max TAT
"140,91",454,"145,63",464
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p0,0,3,32,32,29
p3,0,4,69,69,65
p6,0,3,35,35,32
p27,0,5,126,126,121
p36,0,2,2,2,0
p40,0,4,73,73,69
p41,0,4,77,77,73
p42,0,2,15,15,13
p49,0,10,392,392,382
p53,0,9,319,319,310
p57,0,8,262,262,254
p60,0,7,198,198,191
p69,0,6,167,167,161
p73,0,2,17,17,15
p13,1,9,328,327,318
p23,1,3,38,37,34
p33,1,6,173,172,166
p37,1,5,131,130,125
p44,1,4,81,80,76
p54,1,2,19,18,16
p56,1,4,85,84,80
p58,1,4,89,88,84
p62,1,0,2,1,1
p70,1,10,402,401,391
p79,1,1,3,2,1
p80,1,1,4,3,2
p86,1,9,337,336,327
p87,1,3,41,40,37
p89,1,0,2,1,1
p97,1,10,412,411,401
p38,2,1,5,3,2
p66,2,5,136,134,129
p91,2,4,93,91,87
p92,2,3,44,42,39
p11,3,5,141,138,133
p21,3,4,97,94,90
p22,3,7,205,202,195
p39,3,9,346,343,334
p45,3,4,101,98,94
p51,3,8,270,267,259
p55,3,10,422,419,409
p61,3,3,47,44,41
p77,3,10,432,429,419
p83,3,8,278,275,267
p85,3,7,212,209,202
p94,3,1,6,3,2
p25,4,8,286,282,274
p34,4,6,179,175,169
p50,4,1,7,3,2
p52,4,1,8,4,3
p63,4,1,9,5,4
p64,4,10,442,438,428
p76,4,10,452,448,438
p82,4,8,294,290,282
p95,4,7,219,215,208
p2,5,4,105,100,96
p17,5,1,10,5,4
p26,5,1,11,6,5
p81,5,3,50,45,42
p1,6,7,226,220,213
p12,6,10,462,456,446
p20,6,5,146,140,135
p29,6,9,355,349,340
p31,6,0,6,0,0
p43,6,4,109,103,99
p46,6,3,53,47,44
p59,6,3,56,50,47
p65,6,2,21,15,13
p75,6,4,113,107,103
p96,6,0,6,0,0
p99,6,0,6,0,0
p24,7,8,302,295,287
p28,7,9,364,357,348
p71,7,2,23,16,14
p74,7,7,233,226,219
p4,8,0,8,0,0
p5,8,4,117,109,105
p8,8,8,310,302,294
p9,8,7,240,232,225
p10,8,7,247,239,232
p14,8,1,12,4,3
p16,8,10,472,464,454
p19,8,4,121,113,109
p30,8,2,25,17,15
p47,8,5,151,143,138
p48,8,6,185,177,171
p68,8,2,27,19,17
p18,9,6,191,182,176
p35,9,3,59,50,47
p67,9,5,156,147,142
p72,9,9,373,364,355
p84,9,2,29,20,18
p98,9,5,161,152,147
p7,10,3,62,52,49
p15,10,0,10,0,0
p32,10,7,254,244,237
p78,10,3,65,55,52
p88,10,1,13,3,2
p90,10,9,382,372,363
p93,10,0,10,0,0
