Avg WT,Max WT,Avg TAT,Max TAT
"260,68",483,"255,75",473
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p1,0,7,0,0,7
p6,0,9,7,7,16
p13,0,10,16,16,26
p18,0,7,26,26,33
p28,0,7,33,33,40
p37,0,7,40,40,47
p45,0,5,47,47,52
p46,0,3,52,52,55
p54,0,4,55,55,59
p59,0,3,59,59,62
p64,0,10,62,62,72
p84,0,8,72,72,80
p94,0,1,80,80,81
p8,1,8,80,81,89
p23,1,8,88,89,97
p25,1,6,96,97,103
p50,1,10,102,103,113
p72,1,9,112,113,122
p77,1,10,121,122,132
p97,1,4,131,132,136
p2,2,8,134,136,144
p15,2,0,142,144,144
p27,2,5,142,144,149
p32,2,2,147,149,151
p49,2,7,149,151,158
p70,2,5,156,158,163
p74,2,6,161,163,169
p75,2,0,167,169,169
p85,2,6,167,169,175
p7,3,7,172,175,182
p17,3,1,179,182,183
p20,3,3,180,183,186
p21,3,6,183,186,192
p51,3,2,189,192,194
p56,3,6,191,194,200
p58,3,2,197,200,202
p81,3,5,199,202,207
p26,4,1,203,207,208
p57,4,7,204,208,215
p63,4,1,211,215,216
p87,4,10,212,216,226
p91,4,1,222,226,227
p93,4,5,223,227,232
p96,4,10,228,232,242
p9,5,0,237,242,242
p12,5,4,237,242,246
p24,5,1,241,246,247
p33,5,1,242,247,248
p43,5,8,243,248,256
p47,5,2,251,256,258
p53,5,10,253,258,268
p66,5,0,263,268,268
p67,5,9,263,268,277
p82,5,7,272,277,284
p4,6,9,278,284,293
p14,6,10,287,293,303
p16,6,6,297,303,309
p31,6,4,303,309,313
p40,6,2,307,313,315
p60,6,2,309,315,317
p68,6,1,311,317,318
p71,6,7,312,318,325
p88,6,8,319,325,333
p95,6,2,327,333,335
p3,7,6,328,335,341
p11,7,7,334,341,348
p30,7,6,341,348,354
p34,7,9,347,354,363
p38,7,7,356,363,370
p41,7,6,363,370,376
p52,7,1,369,376,377
p65,7,1,370,377,378
p78,7,5,371,378,383
p90,7,1,376,383,384
p92,7,0,377,384,384
p5,8,0,376,384,384
p69,8,4,376,384,388
p80,8,5,380,388,393
p89,8,0,385,393,393
p98,8,5,385,393,398
p10,9,4,389,398,402
p19,9,0,393,402,402
p22,9,9,393,402,411
p39,9,0,402,411,411
p48,9,3,402,411,414
p61,9,8,405,414,422
p62,9,7,413,422,429
p73,9,1,420,429,430
p76,9,1,421,430,431
p83,9,1,422,431,432
p86,9,5,423,432,437
p0,10,6,427,437,443
p29,10,8,433,443,451
p35,10,10,441,451,461
p36,10,1,451,461,462
p42,10,6,452,462,468
p44,10,7,458,468,475
p55,10,4,465,475,479
p79,10,4,469,479,483
p99,10,1,473,483,484
