Avg WT,Max WT,Avg TAT,Max TAT
"243,06",506,"238,36",496
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p0,0,7,0,0,7
p2,0,7,7,7,14
p13,0,10,14,14,24
p51,0,4,24,24,28
p56,0,1,28,28,29
p58,0,9,29,29,38
p59,0,6,38,38,44
p62,0,6,44,44,50
p80,0,4,50,50,54
p84,0,5,54,54,59
p85,0,0,59,59,59
p1,1,7,58,59,66
p9,1,2,65,66,68
p27,1,9,67,68,77
p35,1,2,76,77,79
p38,1,10,78,79,89
p40,1,3,88,89,92
p47,1,4,91,92,96
p74,1,1,95,96,97
p83,1,3,96,97,100
p90,1,5,99,100,105
p95,1,1,104,105,106
p8,2,7,104,106,113
p14,2,9,111,113,122
p21,2,0,120,122,122
p28,2,2,120,122,124
p33,2,0,122,124,124
p55,2,9,122,124,133
p61,2,5,131,133,138
p66,2,6,136,138,144
p68,2,4,142,144,148
p78,2,2,146,148,150
p19,3,8,147,150,158
p20,3,6,155,158,164
p30,3,6,161,164,170
p49,3,5,167,170,175
p67,3,3,172,175,178
p69,3,2,175,178,180
p94,3,10,177,180,190
p22,4,10,186,190,200
p24,4,9,196,200,209
p26,4,0,205,209,209
p34,4,4,205,209,213
p44,4,7,209,213,220
p46,4,3,216,220,223
p73,4,7,219,223,230
p89,4,0,226,230,230
p93,4,0,226,230,230
p11,5,1,225,230,231
p18,5,6,226,231,237
p42,5,3,232,237,240
p43,5,0,235,240,240
p45,5,9,235,240,249
p48,5,4,244,249,253
p52,5,10,248,253,263
p76,5,2,258,263,265
p86,5,6,260,265,271
p96,5,9,266,271,280
p3,6,3,274,280,283
p12,6,7,277,283,290
p32,6,4,284,290,294
p36,6,6,288,294,300
p37,6,10,294,300,310
p39,6,0,304,310,310
p81,6,1,304,310,311
p88,6,4,305,311,315
p4,7,0,308,315,315
p15,7,6,308,315,321
p29,7,6,314,321,327
p50,7,3,320,327,330
p64,7,9,323,330,339
p70,7,5,332,339,344
p72,7,10,337,344,354
p99,7,4,347,354,358
p7,8,3,350,358,361
p10,8,5,353,361,366
p23,8,3,358,366,369
p25,8,5,361,369,374
p41,8,2,366,374,376
p60,8,9,368,376,385
p75,8,8,377,385,393
p82,8,3,385,393,396
p91,8,10,388,396,406
p92,8,7,398,406,413
p98,8,8,405,413,421
p5,9,6,412,421,427
p6,9,5,418,427,432
p17,9,6,423,432,438
p31,9,7,429,438,445
p57,9,5,436,445,450
p63,9,10,441,450,460
p65,9,1,451,460,461
p71,9,10,452,461,471
p77,9,4,462,471,475
p97,9,10,466,475,485
p16,10,8,475,485,493
p53,10,2,483,493,495
p54,10,5,485,495,500
p79,10,6,490,500,506
p87,10,2,496,506,508
