Avg WT,Max WT,Avg TAT,Max TAT
"242,81",494,"238,23",484
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p22,0,3,0,0,3
p27,0,1,3,3,4
p28,0,6,4,4,10
p29,0,5,10,10,15
p33,0,8,15,15,23
p42,0,2,23,23,25
p55,0,1,25,25,26
p63,0,2,26,26,28
p65,0,3,28,28,31
p67,0,9,31,31,40
p71,0,5,40,40,45
p73,0,1,45,45,46
p86,0,9,46,46,55
p89,0,5,55,55,60
p91,0,4,60,60,64
p5,1,6,63,64,70
p7,1,6,69,70,76
p15,1,4,75,76,80
p17,1,1,79,80,81
p68,1,3,80,81,84
p77,1,10,83,84,94
p82,1,9,93,94,103
p95,1,0,102,103,103
p97,1,10,102,103,113
p1,2,4,111,113,117
p4,2,3,115,117,120
p10,2,7,118,120,127
p31,2,5,125,127,132
p54,2,5,130,132,137
p59,2,1,135,137,138
p60,2,9,136,138,147
p66,2,10,145,147,157
p93,2,4,155,157,161
p98,2,6,159,161,167
p12,3,9,164,167,176
p13,3,2,173,176,178
p21,3,5,175,178,183
p41,3,0,180,183,183
p46,3,10,180,183,193
p49,3,6,190,193,199
p61,3,2,196,199,201
p70,3,9,198,201,210
p72,3,8,207,210,218
p81,3,0,215,218,218
p8,4,5,214,218,223
p20,4,7,219,223,230
p30,4,10,226,230,240
p34,4,3,236,240,243
p44,4,7,239,243,250
p47,4,8,246,250,258
p48,4,2,254,258,260
p3,5,1,255,260,261
p14,5,0,256,261,261
p24,5,10,256,261,271
p32,5,7,266,271,278
p37,5,5,273,278,283
p50,5,8,278,283,291
p56,5,9,286,291,300
p78,5,6,295,300,306
p36,6,0,300,306,306
p52,6,7,300,306,313
p64,6,7,307,313,320
p69,6,0,314,320,320
p76,6,0,314,320,320
p80,6,3,314,320,323
p83,6,0,317,323,323
p88,6,6,317,323,329
p94,6,7,323,329,336
p6,7,0,329,336,336
p11,7,6,329,336,342
p16,7,7,335,342,349
p43,7,4,342,349,353
p58,7,1,346,353,354
p90,7,3,347,354,357
p35,8,8,349,357,365
p38,8,6,357,365,371
p39,8,4,363,371,375
p45,8,0,367,375,375
p53,8,0,367,375,375
p57,8,5,367,375,380
p79,8,9,372,380,389
p92,8,10,381,389,399
p96,8,7,391,399,406
p0,9,3,397,406,409
p18,9,4,400,409,413
p26,9,10,404,413,423
p74,9,3,414,423,426
p75,9,3,417,426,429
p84,9,10,420,429,439
p87,9,3,430,439,442
p2,10,10,432,442,452
p9,10,10,442,452,462
p19,10,7,452,462,469
p23,10,6,459,469,475
p25,10,5,465,475,480
p40,10,3,470,480,483
p51,10,3,473,483,486
p62,10,1,476,486,487
p85,10,7,477,487,494
p99,10,1,484,494,495
