Avg WT,Max WT,Avg TAT,Max TAT
"163,42",496,"168,58",506
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p0,0,10,416,416,406
p4,0,1,1,1,0
p8,0,4,75,75,71
p28,0,8,270,270,262
p31,0,3,32,32,29
p32,0,7,199,199,192
p40,0,3,35,35,32
p67,0,2,10,10,8
p71,0,9,343,343,334
p76,0,9,352,352,343
p81,0,1,2,2,1
p88,0,9,361,361,352
p91,0,8,278,278,270
p95,0,1,3,3,2
p16,1,4,79,78,74
p52,1,1,4,3,2
p65,1,3,38,37,34
p69,1,9,370,369,360
p70,1,3,41,40,37
p84,1,3,44,43,40
p89,1,7,206,205,198
p9,2,9,379,377,368
p10,2,9,388,386,377
p23,2,9,397,395,386
p25,2,8,286,284,276
p27,2,2,13,11,9
p29,2,1,5,3,2
p37,2,7,213,211,204
p54,2,2,15,13,11
p94,2,4,83,81,77
p15,3,3,47,44,41
p20,3,3,50,47,44
p24,3,3,53,50,47
p38,3,8,294,291,283
p45,3,4,87,84,80
p68,3,3,56,53,50
p72,3,5,120,117,112
p90,3,2,17,14,12
p1,4,5,125,121,116
p18,4,10,426,422,412
p46,4,7,220,216,209
p58,4,0,4,0,0
p59,4,0,4,0,0
p78,4,1,6,2,1
p3,5,6,156,151,145
p5,5,8,302,297,289
p26,5,6,162,157,151
p30,5,10,436,431,421
p56,5,7,227,222,215
p61,5,10,446,441,431
p77,5,2,19,14,12
p85,5,3,59,54,51
p97,5,4,91,86,82
p98,5,8,310,305,297
p13,6,4,95,89,85
p22,6,5,130,124,119
p34,6,10,456,450,440
p35,6,7,234,228,221
p36,6,1,7,1,0
p39,6,6,168,162,156
p41,6,8,318,312,304
p42,6,9,406,400,391
p47,6,8,326,320,312
p53,6,6,174,168,162
p73,6,4,99,93,89
p82,6,4,103,97,93
p7,7,0,7,0,0
p11,7,7,241,234,227
p12,7,5,135,128,123
p44,7,7,248,241,234
p51,7,1,8,1,0
p62,7,2,21,14,12
p63,7,2,23,16,14
p66,7,2,25,18,16
p80,7,0,7,0,0
p99,7,3,62,55,52
p6,8,5,140,132,127
p17,8,7,255,247,240
p19,8,5,145,137,132
p33,8,3,65,57,54
p50,8,10,466,458,448
p55,8,3,68,60,57
p83,8,2,27,19,17
p14,9,10,476,467,457
p43,9,6,180,171,165
p57,9,4,107,98,94
p74,9,5,150,141,136
p75,9,2,29,20,18
p79,9,10,486,477,467
p86,9,7,262,253,246
p2,10,4,111,101,97
p21,10,4,115,105,101
p48,10,8,334,324,316
p49,10,10,496,486,476
p60,10,10,506,496,486
p64,10,10,516,506,496
p87,10,3,71,61,58
p92,10,6,186,176,170
p93,10,1,11,1,0
p96,10,6,192,182,176
