Avg WT,Max WT,Avg TAT,Max TAT
"240,11",478,"234,91",468
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p13,0,3,0,0,3
p30,0,9,3,3,12
p65,0,0,12,12,12
p68,0,8,12,12,20
p82,0,9,20,20,29
p93,0,0,29,29,29
p97,0,4,29,29,33
p7,1,1,32,33,34
p17,1,10,33,34,44
p18,1,2,43,44,46
p24,1,6,45,46,52
p44,1,4,51,52,56
p73,1,4,55,56,60
p15,2,0,58,60,60
p19,2,0,58,60,60
p47,2,2,58,60,62
p51,2,9,60,62,71
p57,2,10,69,71,81
p64,2,7,79,81,88
p87,2,10,86,88,98
p88,2,7,96,98,105
p90,2,9,103,105,114
p91,2,6,112,114,120
p27,3,10,117,120,130
p35,3,0,127,130,130
p41,3,10,127,130,140
p42,3,2,137,140,142
p61,3,3,139,142,145
p67,3,7,142,145,152
p80,3,0,149,152,152
p86,3,10,149,152,162
p95,3,2,159,162,164
p5,4,1,160,164,165
p12,4,3,161,165,168
p22,4,8,164,168,176
p31,4,7,172,176,183
p39,4,5,179,183,188
p50,4,6,184,188,194
p55,4,1,190,194,195
p58,4,9,191,195,204
p85,4,2,200,204,206
p94,4,3,202,206,209
p96,4,6,205,209,215
p1,5,7,210,215,222
p20,5,1,217,222,223
p21,5,0,218,223,223
p23,5,6,218,223,229
p28,5,0,224,229,229
p32,5,7,224,229,236
p53,5,3,231,236,239
p66,5,0,234,239,239
p70,5,2,234,239,241
p74,5,8,236,241,249
p76,5,6,244,249,255
p4,6,0,249,255,255
p10,6,4,249,255,259
p25,6,10,253,259,269
p29,6,8,263,269,277
p43,6,8,271,277,285
p56,6,3,279,285,288
p78,6,10,282,288,298
p0,7,0,291,298,298
p2,7,6,291,298,304
p3,7,1,297,304,305
p11,7,1,298,305,306
p16,7,9,299,306,315
p34,7,2,308,315,317
p48,7,3,310,317,320
p69,7,4,313,320,324
p71,7,9,317,324,333
p75,7,10,326,333,343
p77,7,4,336,343,347
p84,7,3,340,347,350
p14,8,2,342,350,352
p33,8,6,344,352,358
p36,8,3,350,358,361
p40,8,7,353,361,368
p54,8,1,360,368,369
p60,8,10,361,369,379
p72,8,5,371,379,384
p81,8,10,376,384,394
p98,8,7,386,394,401
p99,8,6,393,401,407
p6,9,9,398,407,416
p8,9,3,407,416,419
p38,9,5,410,419,424
p45,9,8,415,424,432
p46,9,3,423,432,435
p79,9,1,426,435,436
p89,9,6,427,436,442
p92,9,6,433,442,448
p9,10,2,438,448,450
p26,10,2,440,450,452
p37,10,2,442,452,454
p49,10,6,444,454,460
p52,10,3,450,460,463
p59,10,3,453,463,466
p62,10,10,456,466,476
p63,10,2,466,476,478
p83,10,5,468,478,483
