Avg WT,Max WT,Avg TAT,Max TAT
"147,36",473,"152,27",483
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p1,0,2,13,13,11
p6,0,1,1,1,0
p7,0,8,233,233,225
p31,0,1,2,2,1
p38,0,5,89,89,84
p41,0,9,322,322,313
p44,0,4,64,64,60
p50,0,0,0,0,0
p73,0,0,0,0,0
p75,0,8,241,241,233
p76,0,6,145,145,139
p84,0,5,94,94,89
p90,0,0,0,0,0
p8,1,3,30,29,26
p27,1,4,68,67,63
p49,1,9,331,330,321
p55,1,1,3,2,1
p71,1,6,151,150,144
p81,1,2,15,14,12
p99,1,10,431,430,420
p9,2,8,249,247,239
p19,2,1,4,2,1
p20,2,6,157,155,149
p33,2,9,340,338,329
p42,2,8,257,255,247
p65,2,2,17,15,13
p79,2,9,349,347,338
p86,2,10,441,439,429
p16,3,3,33,30,27
p32,3,10,451,448,438
p43,3,3,36,33,30
p51,3,0,3,0,0
p78,3,5,99,96,91
p85,3,5,104,101,96
p92,3,1,5,2,1
p98,3,0,3,0,0
p4,4,6,163,159,153
p10,4,8,265,261,253
p12,4,1,6,2,1
p21,4,3,39,35,32
p23,4,4,72,68,64
p24,4,9,358,354,345
p29,4,8,273,269,261
p34,4,1,7,3,2
p40,4,0,4,0,0
p47,4,9,367,363,354
p77,4,1,8,4,3
p80,4,8,281,277,269
p2,5,8,289,284,276
p18,5,9,376,371,362
p48,5,8,297,292,284
p52,5,3,42,37,34
p56,5,1,9,4,3
p72,5,4,76,71,67
p83,5,10,461,456,446
p93,5,9,385,380,371
p13,6,3,45,39,36
p15,6,10,471,465,455
p25,6,4,80,74,70
p26,6,6,169,163,157
p37,6,6,175,169,163
p54,6,8,305,299,291
p69,6,1,10,4,3
p70,6,9,394,388,379
p74,6,2,19,13,11
p91,6,2,21,15,13
p14,7,2,23,16,14
p17,7,10,481,474,464
p36,7,9,403,396,387
p62,7,3,48,41,38
p89,7,0,7,0,0
p0,8,2,25,17,15
p28,8,0,8,0,0
p30,8,1,11,3,2
p57,8,5,109,101,96
p60,8,10,491,483,473
p66,8,5,114,106,101
p67,8,6,181,173,167
p68,8,6,187,179,173
p22,9,9,412,403,394
p39,9,3,51,42,39
p45,9,5,119,110,105
p58,9,2,27,18,16
p59,9,6,193,184,178
p63,9,0,9,0,0
p64,9,5,124,115,110
p82,9,7,218,209,202
p87,9,6,199,190,184
p96,9,6,205,196,190
p97,9,5,129,120,115
p3,10,6,211,201,195
p5,10,9,421,411,402
p11,10,3,54,44,41
p35,10,5,134,124,119
p46,10,8,313,303,295
p53,10,5,139,129,124
p61,10,4,84,74,70
p88,10,7,225,215,208
p94,10,3,57,47,44
p95,10,3,60,50,47
