Avg WT,Max WT,Avg TAT,Max TAT
"166,42",511,"171,71",521
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p4,0,2,2,2,0
p13,0,4,73,73,69
p32,0,3,36,36,33
p40,0,4,77,77,73
p41,0,10,409,409,399
p48,0,3,39,39,36
p51,0,2,5,5,3
p52,0,0,0,0,0
p59,0,7,181,181,174
p64,0,5,118,118,113
p83,0,8,252,252,244
p94,0,4,81,81,77
p17,1,3,42,41,38
p29,1,10,419,418,408
p39,1,10,429,428,418
p44,1,6,144,143,137
p71,1,3,45,44,41
p72,1,7,188,187,180
p84,1,6,150,149,143
p91,1,7,195,194,187
p92,1,1,3,2,1
p10,2,8,260,258,250
p14,2,3,48,46,43
p25,2,2,13,11,9
p42,2,5,123,121,116
p43,2,10,439,437,427
p89,2,9,309,307,298
p8,3,8,268,265,257
p18,3,7,202,199,192
p21,3,3,51,48,45
p23,3,2,15,12,10
p28,3,9,318,315,306
p69,3,9,327,324,315
p73,3,10,449,446,436
p76,3,3,54,51,48
p78,3,4,85,82,78
p81,3,2,17,14,12
p88,3,4,89,86,82
p5,4,1,6,2,1
p30,4,2,19,15,13
p38,4,7,209,205,198
p47,4,8,276,272,264
p58,4,1,7,3,2
p68,4,4,93,89,85
p74,4,5,128,124,119
p80,4,1,8,4,3
p98,4,10,459,455,445
p6,5,6,156,151,145
p7,5,7,216,211,204
p9,5,10,469,464,454
p16,5,3,57,52,49
p19,5,0,5,0,0
p37,5,10,479,474,464
p86,5,8,284,279,271
p95,5,2,21,16,14
p99,5,9,336,331,322
p2,6,5,133,127,122
p12,6,1,9,3,2
p15,6,5,138,132,127
p20,6,1,10,4,3
p33,6,6,162,156,150
p35,6,2,23,17,15
p36,6,3,60,54,51
p55,6,7,223,217,210
p62,6,4,97,91,87
p75,6,10,489,483,473
p85,6,9,345,339,330
p87,6,9,354,348,339
p97,6,4,101,95,91
p0,7,2,25,18,16
p1,7,3,63,56,53
p3,7,6,168,161,155
p22,7,9,363,356,347
p34,7,10,499,492,482
p50,7,10,509,502,492
p60,7,8,292,285,277
p61,7,10,519,512,502
p70,7,2,27,20,18
p77,7,4,105,98,94
p79,7,2,29,22,20
p11,8,0,8,0,0
p24,8,10,529,521,511
p31,8,0,8,0,0
p49,8,9,372,364,355
p96,8,1,11,3,2
p27,9,3,66,57,54
p45,9,3,69,60,57
p53,9,7,230,221,214
p54,9,6,174,165,159
p56,9,0,9,0,0
p57,9,9,381,372,363
p63,9,7,237,228,221
p65,9,8,300,291,283
p66,9,9,390,381,372
p67,9,7,244,235,228
p82,9,9,399,390,381
p93,9,4,109,100,96
p26,10,2,31,21,19
p46,10,4,113,103,99
p90,10,2,33,23,21
