Avg WT,Max WT,Avg TAT,Max TAT
"250,36",496,"244,9",486
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p28,0,3,0,0,3
p38,0,9,3,3,12
p68,0,5,12,12,17
p70,0,10,17,17,27
p1,1,8,26,27,35
p8,1,9,34,35,44
p10,1,2,43,44,46
p26,1,3,45,46,49
p42,1,2,48,49,51
p55,1,0,50,51,51
p74,1,5,50,51,56
p81,1,1,55,56,57
p85,1,8,56,57,65
p17,2,4,63,65,69
p22,2,8,67,69,77
p24,2,8,75,77,85
p30,2,2,83,85,87
p41,2,4,85,87,91
p43,2,7,89,91,98
p44,2,5,96,98,103
p58,2,0,101,103,103
p94,2,3,101,103,106
p5,3,10,103,106,116
p50,3,0,113,116,116
p57,3,10,113,116,126
p60,3,8,123,126,134
p67,3,4,131,134,138
p75,3,6,135,138,144
p78,3,0,141,144,144
p91,3,5,141,144,149
p4,4,0,145,149,149
p6,4,2,145,149,151
p20,4,6,147,151,157
p25,4,7,153,157,164
p33,4,5,160,164,169
p49,4,9,165,169,178
p64,4,0,174,178,178
p76,4,7,174,178,185
p83,4,9,181,185,194
p95,4,3,190,194,197
p96,4,3,193,197,200
p98,4,8,196,200,208
p0,5,2,203,208,210
p9,5,9,205,210,219
p13,5,2,214,219,221
p32,5,10,216,221,231
p36,5,3,226,231,234
p52,5,7,229,234,241
p61,5,3,236,241,244
p73,5,9,239,244,253
p79,5,6,248,253,259
p80,5,8,254,259,267
p88,5,5,262,267,272
p2,6,5,266,272,277
p15,6,0,271,277,277
p35,6,7,271,277,284
p66,6,1,278,284,285
p69,6,1,279,285,286
p92,6,9,280,286,295
p99,6,9,289,295,304
p12,7,8,297,304,312
p31,7,10,305,312,322
p47,7,2,315,322,324
p48,7,3,317,324,327
p51,7,5,320,327,332
p54,7,0,325,332,332
p65,7,6,325,332,338
p84,7,9,331,338,347
p27,8,7,339,347,354
p39,8,0,346,354,354
p40,8,3,346,354,357
p62,8,8,349,357,365
p71,8,6,357,365,371
p72,8,0,363,371,371
p86,8,6,363,371,377
p89,8,10,369,377,387
p3,9,10,378,387,397
p14,9,0,388,397,397
p18,9,6,388,397,403
p21,9,6,394,403,409
p34,9,10,400,409,419
p53,9,4,410,419,423
p59,9,9,414,423,432
p63,9,4,423,432,436
p77,9,2,427,436,438
p97,9,8,429,438,446
p7,10,1,436,446,447
p11,10,0,437,447,447
p16,10,2,437,447,449
p19,10,8,439,449,457
p23,10,1,447,457,458
p29,10,0,448,458,458
p37,10,4,448,458,462
p45,10,9,452,462,471
p46,10,5,461,471,476
p56,10,1,466,476,477
p82,10,9,467,477,486
p87,10,8,476,486,494
p90,10,2,484,494,496
p93,10,1,486,496,497
