Avg WT,Max WT,Avg TAT,Max TAT
"130,64",426,"135,09",436
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p3,0,5,109,109,104
p7,0,3,37,37,34
p15,0,1,1,1,0
p16,0,1,2,2,1
p28,0,8,275,275,267
p53,0,0,0,0,0
p80,0,0,0,0,0
p98,0,8,283,283,275
p4,1,1,3,2,1
p5,1,5,114,113,108
p9,1,3,40,39,36
p19,1,1,4,3,2
p27,1,7,225,224,217
p29,1,3,43,42,39
p51,1,4,80,79,75
p68,1,1,5,4,3
p82,1,3,46,45,42
p96,1,2,16,15,13
p11,2,3,49,47,44
p17,2,5,119,117,112
p21,2,5,124,122,117
p23,2,1,6,4,3
p36,2,3,52,50,47
p40,2,9,332,330,321
p45,2,6,170,168,162
p55,2,3,55,53,50
p57,2,9,341,339,330
p89,2,4,84,82,78
p90,2,2,18,16,14
p97,2,5,129,127,122
p13,3,5,134,131,126
p70,3,5,139,136,131
p72,3,2,20,17,15
p92,3,5,144,141,136
p0,4,8,291,287,279
p12,4,5,149,145,140
p26,4,10,405,401,391
p30,4,0,4,0,0
p32,4,6,176,172,166
p47,4,3,58,54,51
p58,4,5,154,150,145
p61,4,1,7,3,2
p65,4,0,4,0,0
p79,4,6,182,178,172
p88,4,7,232,228,221
p2,5,4,88,83,79
p38,5,8,299,294,286
p60,5,3,61,56,53
p41,6,7,239,233,226
p44,6,8,307,301,293
p64,6,5,159,153,148
p75,6,4,92,86,82
p87,6,3,64,58,55
p91,6,8,315,309,301
p1,7,3,67,60,57
p10,7,10,415,408,398
p33,7,7,246,239,232
p43,7,6,188,181,175
p49,7,1,8,1,0
p59,7,0,7,0,0
p66,7,6,194,187,181
p81,7,2,22,15,13
p93,7,3,70,63,60
p24,8,0,8,0,0
p25,8,9,350,342,333
p39,8,1,9,1,0
p52,8,1,10,2,1
p67,8,9,359,351,342
p78,8,2,24,16,14
p94,8,9,368,360,351
p8,9,1,11,2,1
p14,9,10,425,416,406
p18,9,5,164,155,150
p20,9,0,9,0,0
p34,9,2,26,17,15
p35,9,2,28,19,17
p37,9,4,96,87,83
p54,9,8,323,314,306
p69,9,10,435,426,416
p71,9,6,200,191,185
p73,9,2,30,21,19
p74,9,2,32,23,21
p76,9,10,445,436,426
p84,9,4,100,91,87
p99,9,6,206,197,191
p6,10,9,377,367,358
p22,10,1,12,2,1
p31,10,7,253,243,236
p42,10,7,260,250,243
p46,10,2,34,24,22
p48,10,9,386,376,367
p50,10,6,212,202,196
p56,10,3,73,63,60
p62,10,9,395,385,376
p63,10,7,267,257,250
p77,10,3,76,66,63
p83,10,1,13,3,2
p85,10,4,104,94,90
p86,10,6,218,208,202
p95,10,1,14,4,3
