Avg WT,Max WT,Avg TAT,Max TAT
"238,53",471,"233,79",461
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p3,0,10,0,0,10
p12,0,1,10,10,11
p17,0,6,11,11,17
p33,0,0,17,17,17
p35,0,3,17,17,20
p57,0,10,20,20,30
p79,0,4,30,30,34
p99,0,8,34,34,42
p0,1,8,41,42,50
p13,1,0,49,50,50
p29,1,6,49,50,56
p46,1,2,55,56,58
p47,1,6,57,58,64
p49,1,9,63,64,73
p55,1,2,72,73,75
p62,1,6,74,75,81
p64,1,1,80,81,82
p72,1,9,81,82,91
p82,1,0,90,91,91
p86,1,7,90,91,98
p11,2,1,96,98,99
p14,2,5,97,99,104
p42,2,5,102,104,109
p68,2,4,107,109,113
p81,2,0,111,113,113
p87,2,2,111,113,115
p92,2,6,113,115,121
p98,2,6,119,121,127
p2,3,10,124,127,137
p22,3,3,134,137,140
p30,3,0,137,140,140
p37,3,10,137,140,150
p59,3,4,147,150,154
p63,3,5,151,154,159
p65,3,4,156,159,163
p69,3,6,160,163,169
p71,3,4,166,169,173
p75,3,5,170,173,178
p85,3,6,175,178,184
p8,4,9,180,184,193
p24,4,7,189,193,200
p41,4,1,196,200,201
p53,4,8,197,201,209
p56,4,5,205,209,214
p60,4,1,210,214,215
p66,4,2,211,215,217
p67,4,9,213,217,226
p77,4,4,222,226,230
p88,4,6,226,230,236
p91,4,4,232,236,240
p93,4,0,236,240,240
p96,4,9,236,240,249
p97,4,7,245,249,256
p19,5,4,251,256,260
p23,5,10,255,260,270
p28,5,10,265,270,280
p84,5,3,275,280,283
p94,5,7,278,283,290
p9,6,5,284,290,295
p20,6,1,289,295,296
p26,6,2,290,296,298
p31,6,7,292,298,305
p48,6,5,299,305,310
p54,6,6,304,310,316
p58,6,1,310,316,317
p70,6,3,311,317,320
p76,6,0,314,320,320
p80,6,2,314,320,322
p89,6,7,316,322,329
p1,7,5,322,329,334
p5,7,10,327,334,344
p16,7,4,337,344,348
p18,7,7,341,348,355
p25,7,4,348,355,359
p27,7,5,352,359,364
p38,7,8,357,364,372
p21,8,5,364,372,377
p32,8,3,369,377,380
p36,8,5,372,380,385
p45,8,9,377,385,394
p61,8,1,386,394,395
p4,9,8,386,395,403
p10,9,2,394,403,405
p15,9,0,396,405,405
p34,9,9,396,405,414
p39,9,4,405,414,418
p40,9,5,409,418,423
p43,9,1,414,423,424
p44,9,2,415,424,426
p50,9,3,417,426,429
p73,9,3,420,429,432
p74,9,2,423,432,434
p90,9,3,425,434,437
p95,9,10,428,437,447
p6,10,5,437,447,452
p7,10,4,442,452,456
p51,10,8,446,456,464
p52,10,7,454,464,471
p78,10,0,461,471,471
p83,10,0,461,471,471
