Avg WT,Max WT,Avg TAT,Max TAT
"244,44",464,"239,06",454
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p15,0,6,0,0,6
p23,0,2,6,6,8
p36,0,8,8,8,16
p39,0,3,16,16,19
p64,0,10,19,19,29
p79,0,1,29,29,30
p96,0,9,30,30,39
p99,0,3,39,39,42
p18,1,2,41,42,44
p20,1,1,43,44,45
p37,1,7,44,45,52
p45,1,7,51,52,59
p49,1,8,58,59,67
p59,1,6,66,67,73
p72,1,10,72,73,83
p85,1,4,82,83,87
p98,1,2,86,87,89
p1,2,2,87,89,91
p14,2,8,89,91,99
p24,2,3,97,99,102
p35,2,0,100,102,102
p44,2,8,100,102,110
p48,2,10,108,110,120
p57,2,7,118,120,127
p94,2,5,125,127,132
p6,3,4,129,132,136
p28,3,5,133,136,141
p42,3,10,138,141,151
p75,3,6,148,151,157
p76,3,3,154,157,160
p87,3,8,157,160,168
p89,3,6,165,168,174
p13,4,2,170,174,176
p22,4,3,172,176,179
p31,4,3,175,179,182
p32,4,9,178,182,191
p50,4,3,187,191,194
p51,4,2,190,194,196
p52,4,8,192,196,204
p54,4,10,200,204,214
p73,4,1,210,214,215
p84,4,8,211,215,223
p97,4,4,219,223,227
p30,5,4,222,227,231
p38,5,4,226,231,235
p46,5,2,230,235,237
p74,5,5,232,237,242
p93,5,0,237,242,242
p9,6,0,236,242,242
p55,6,3,236,242,245
p61,6,5,239,245,250
p71,6,9,244,250,259
p83,6,8,253,259,267
p95,6,0,261,267,267
p0,7,0,260,267,267
p8,7,5,260,267,272
p16,7,10,265,272,282
p19,7,4,275,282,286
p56,7,4,279,286,290
p58,7,9,283,290,299
p68,7,2,292,299,301
p69,7,8,294,301,309
p81,7,6,302,309,315
p88,7,3,308,315,318
p91,7,5,311,318,323
p11,8,1,315,323,324
p26,8,0,316,324,324
p27,8,7,316,324,331
p41,8,1,323,331,332
p47,8,5,324,332,337
p63,8,10,329,337,347
p66,8,5,339,347,352
p67,8,9,344,352,361
p70,8,9,353,361,370
p80,8,0,362,370,370
p86,8,1,362,370,371
p2,9,1,362,371,372
p3,9,5,363,372,377
p4,9,3,368,377,380
p5,9,0,371,380,380
p12,9,10,371,380,390
p21,9,2,381,390,392
p25,9,10,383,392,402
p29,9,9,393,402,411
p33,9,2,402,411,413
p40,9,5,404,413,418
p43,9,5,409,418,423
p53,9,6,414,423,429
p62,9,2,420,429,431
p65,9,0,422,431,431
p77,9,5,422,431,436
p78,9,1,427,436,437
p82,9,5,428,437,442
p92,9,1,433,442,443
p7,10,5,433,443,448
p10,10,2,438,448,450
p17,10,8,440,450,458
p34,10,2,448,458,460
p60,10,4,450,460,464
p90,10,9,454,464,473
