Avg WT,Max WT,Avg TAT,Max TAT
"241,3",501,"236,37",491
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p1,0,2,0,0,2
p11,0,3,2,2,5
p27,0,4,5,5,9
p33,0,9,9,9,18
p55,0,10,18,18,28
p64,0,3,28,28,31
p68,0,10,31,31,41
p71,0,5,41,41,46
p79,0,2,46,46,48
p12,1,2,47,48,50
p23,1,1,49,50,51
p30,1,4,50,51,55
p40,1,3,54,55,58
p41,1,4,57,58,62
p48,1,3,61,62,65
p53,1,1,64,65,66
p61,1,6,65,66,72
p72,1,8,71,72,80
p80,1,3,79,80,83
p82,1,10,82,83,93
p2,2,2,91,93,95
p32,2,7,93,95,102
p43,2,1,100,102,103
p49,2,0,101,103,103
p50,2,9,101,103,112
p60,2,7,110,112,119
p65,2,7,117,119,126
p66,2,2,124,126,128
p84,2,10,126,128,138
p87,2,4,136,138,142
p97,2,4,140,142,146
p6,3,3,143,146,149
p14,3,6,146,149,155
p31,3,10,152,155,165
p35,3,3,162,165,168
p56,3,0,165,168,168
p70,3,6,165,168,174
p77,3,4,171,174,178
p86,3,6,175,178,184
p0,4,7,180,184,191
p8,4,5,187,191,196
p29,4,5,192,196,201
p44,4,2,197,201,203
p47,4,8,199,203,211
p74,4,10,207,211,221
p78,4,9,217,221,230
p85,4,3,226,230,233
p98,4,2,229,233,235
p10,5,2,230,235,237
p22,5,10,232,237,247
p24,5,6,242,247,253
p25,5,9,248,253,262
p81,5,8,257,262,270
p94,5,6,265,270,276
p96,5,5,271,276,281
p19,6,0,275,281,281
p20,6,5,275,281,286
p57,6,6,280,286,292
p62,6,4,286,292,296
p92,6,0,290,296,296
p3,7,6,289,296,302
p18,7,1,295,302,303
p21,7,6,296,303,309
p28,7,0,302,309,309
p36,7,1,302,309,310
p42,7,3,303,310,313
p63,7,3,306,313,316
p67,7,8,309,316,324
p73,7,6,317,324,330
p75,7,9,323,330,339
p83,7,10,332,339,349
p91,7,3,342,349,352
p93,7,5,345,352,357
p95,7,6,350,357,363
p38,8,10,355,363,373
p46,8,3,365,373,376
p58,8,0,368,376,376
p76,8,8,368,376,384
p88,8,3,376,384,387
p89,8,8,379,387,395
p4,9,6,386,395,401
p5,9,2,392,401,403
p13,9,7,394,403,410
p15,9,6,401,410,416
p16,9,2,407,416,418
p37,9,6,409,418,424
p45,9,3,415,424,427
p51,9,5,418,427,432
p54,9,0,423,432,432
p69,9,5,423,432,437
p90,9,7,428,437,444
p7,10,5,434,444,449
p9,10,10,439,449,459
p17,10,5,449,459,464
p26,10,8,454,464,472
p34,10,6,462,472,478
p39,10,8,468,478,486
p52,10,8,476,486,494
p59,10,7,484,494,501
p99,10,10,491,501,511
