Avg WT,Max WT,Avg TAT,Max TAT
"258,21",492,"253,15",482
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p27,0,4,0,0,4
p34,0,3,4,4,7
p39,0,2,7,7,9
p41,0,7,9,9,16
p42,0,6,16,16,22
p44,0,9,22,22,31
p55,0,3,31,31,34
p89,0,10,34,34,44
p90,0,7,44,44,51
p91,0,6,51,51,57
p15,1,0,56,57,57
p32,1,3,56,57,60
p47,1,10,59,60,70
p78,1,7,69,70,77
p86,1,5,76,77,82
p0,2,7,80,82,89
p6,2,8,87,89,97
p7,2,5,95,97,102
p16,2,0,100,102,102
p17,2,8,100,102,110
p37,2,8,108,110,118
p46,2,6,116,118,124
p49,2,8,122,124,132
p69,2,2,130,132,134
p77,2,8,132,134,142
p82,2,0,140,142,142
p92,2,7,140,142,149
p98,2,4,147,149,153
p11,3,9,150,153,162
p12,3,1,159,162,163
p31,3,7,160,163,170
p35,3,6,167,170,176
p51,3,10,173,176,186
p56,3,9,183,186,195
p63,3,4,192,195,199
p67,3,5,196,199,204
p83,3,8,201,204,212
p94,3,3,209,212,215
p1,4,7,211,215,222
p28,4,3,218,222,225
p30,4,2,221,225,227
p61,4,0,223,227,227
p96,4,9,223,227,236
p99,4,9,232,236,245
p5,5,2,240,245,247
p22,5,10,242,247,257
p26,5,5,252,257,262
p53,5,5,257,262,267
p54,5,9,262,267,276
p64,5,1,271,276,277
p66,5,8,272,277,285
p76,5,2,280,285,287
p2,6,6,281,287,293
p20,6,9,287,293,302
p23,6,1,296,302,303
p24,6,0,297,303,303
p29,6,0,297,303,303
p36,6,5,297,303,308
p43,6,10,302,308,318
p45,6,5,312,318,323
p93,6,9,317,323,332
p10,7,3,325,332,335
p13,7,2,328,335,337
p18,7,8,330,337,345
p38,7,2,338,345,347
p48,7,0,340,347,347
p52,7,3,340,347,350
p57,7,1,343,350,351
p71,7,10,344,351,361
p72,7,0,354,361,361
p79,7,5,354,361,366
p81,7,0,359,366,366
p88,7,5,359,366,371
p95,7,4,364,371,375
p3,8,6,367,375,381
p4,8,5,373,381,386
p9,8,7,378,386,393
p14,8,4,385,393,397
p33,8,1,389,397,398
p58,8,9,390,398,407
p59,8,1,399,407,408
p62,8,1,400,408,409
p85,8,7,401,409,416
p87,8,0,408,416,416
p8,9,2,407,416,418
p25,9,1,409,418,419
p80,9,1,410,419,420
p84,9,6,411,420,426
p19,10,10,416,426,436
p21,10,2,426,436,438
p40,10,8,428,438,446
p50,10,8,436,446,454
p60,10,0,444,454,454
p65,10,5,444,454,459
p68,10,9,449,459,468
p70,10,7,458,468,475
p73,10,9,465,475,484
p74,10,3,474,484,487
p75,10,5,477,487,492
p97,10,2,482,492,494
