Avg WT,Max WT,Avg TAT,Max TAT
"228,99",475,"224,02",465
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p19,0,3,0,0,3
p26,0,2,3,3,5
p31,0,5,5,5,10
p39,0,2,10,10,12
p60,0,1,12,12,13
p61,0,6,13,13,19
p68,0,10,19,19,29
p69,0,0,29,29,29
p78,0,6,29,29,35
p83,0,7,35,35,42
p2,1,1,41,42,43
p9,1,5,42,43,48
p35,1,5,47,48,53
p42,1,6,52,53,59
p47,1,3,58,59,62
p90,1,1,61,62,63
p6,2,9,61,63,72
p10,2,0,70,72,72
p29,2,4,70,72,76
p41,2,0,74,76,76
p44,2,2,74,76,78
p46,2,1,76,78,79
p53,2,3,77,79,82
p57,2,7,80,82,89
p67,2,2,87,89,91
p97,2,6,89,91,97
p99,2,0,95,97,97
p13,3,5,94,97,102
p15,3,7,99,102,109
p17,3,9,106,109,118
p27,3,10,115,118,128
p40,3,5,125,128,133
p52,3,2,130,133,135
p77,3,6,132,135,141
p93,3,2,138,141,143
p51,4,6,139,143,149
p73,4,7,145,149,156
p74,4,9,152,156,165
p85,4,5,161,165,170
p0,5,6,165,170,176
p3,5,10,171,176,186
p5,5,2,181,186,188
p8,5,4,183,188,192
p20,5,9,187,192,201
p23,5,0,196,201,201
p30,5,4,196,201,205
p34,5,5,200,205,210
p38,5,9,205,210,219
p45,5,4,214,219,223
p58,5,6,218,223,229
p62,5,7,224,229,236
p70,5,5,231,236,241
p75,5,1,236,241,242
p7,6,8,236,242,250
p14,6,7,244,250,257
p21,6,10,251,257,267
p22,6,1,261,267,268
p32,6,10,262,268,278
p36,6,3,272,278,281
p59,6,5,275,281,286
p79,6,4,280,286,290
p87,6,4,284,290,294
p91,6,10,288,294,304
p92,6,10,298,304,314
p94,6,1,308,314,315
p96,6,1,309,315,316
p98,6,6,310,316,322
p4,7,10,315,322,332
p12,7,0,325,332,332
p16,7,0,325,332,332
p24,7,6,325,332,338
p33,7,2,331,338,340
p37,7,6,333,340,346
p48,7,9,339,346,355
p49,7,5,348,355,360
p66,7,8,353,360,368
p80,7,9,361,368,377
p81,7,8,370,377,385
p89,7,6,378,385,391
p55,8,2,383,391,393
p64,8,4,385,393,397
p65,8,3,389,397,400
p72,8,2,392,400,402
p86,8,1,394,402,403
p95,8,2,395,403,405
p11,9,2,396,405,407
p25,9,4,398,407,411
p28,9,8,402,411,419
p63,9,5,410,419,424
p71,9,7,415,424,431
p76,9,4,422,431,435
p88,9,5,426,435,440
p1,10,2,430,440,442
p18,10,4,432,442,446
p43,10,0,436,446,446
p50,10,10,436,446,456
p54,10,8,446,456,464
p56,10,9,454,464,473
p82,10,2,463,473,475
p84,10,0,465,475,475
