Avg WT,Max WT,Avg TAT,Max TAT
"143,12",470,"148,0",480
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p3,0,7,181,181,174
p7,0,5,5,5,0
p21,0,5,84,84,79
p45,0,8,252,252,244
p53,0,9,317,317,308
p87,0,5,89,89,84
p18,1,9,326,325,316
p44,1,10,408,407,397
p50,1,8,260,259,251
p57,1,4,67,66,62
p60,1,0,5,4,4
p61,1,2,17,16,14
p93,1,1,6,5,4
p97,1,1,7,6,5
p19,2,9,335,333,324
p29,2,9,344,342,333
p40,2,6,120,118,112
p41,2,2,19,17,15
p64,2,0,5,3,3
p70,2,1,8,6,5
p73,2,5,94,92,87
p77,2,2,21,19,17
p96,2,0,5,3,3
p98,2,9,353,351,342
p8,3,10,418,415,405
p11,3,4,71,68,64
p12,3,2,23,20,18
p26,3,10,428,425,415
p33,3,7,188,185,178
p37,3,6,126,123,117
p52,3,2,25,22,20
p66,3,10,438,435,425
p67,3,0,5,2,2
p99,3,7,195,192,185
p20,4,0,5,1,1
p32,4,1,9,5,4
p35,4,2,27,23,21
p75,4,8,268,264,256
p89,4,10,448,444,434
p92,4,2,29,25,23
p1,5,8,276,271,263
p28,5,9,362,357,348
p39,5,6,132,127,121
p42,5,8,284,279,271
p51,5,0,5,0,0
p58,5,9,371,366,357
p63,5,7,202,197,190
p13,6,8,292,286,278
p16,6,7,209,203,196
p22,6,8,300,294,286
p24,6,9,380,374,365
p31,6,1,10,4,3
p36,6,10,458,452,442
p46,6,7,216,210,203
p49,6,10,468,462,452
p54,6,0,6,0,0
p80,6,0,6,0,0
p0,7,5,99,92,87
p9,7,6,138,131,125
p14,7,2,31,24,22
p17,7,6,144,137,131
p30,7,7,223,216,209
p38,7,3,36,29,26
p43,7,2,33,26,24
p56,7,3,39,32,29
p62,7,3,42,35,32
p71,7,3,45,38,35
p74,7,3,48,41,38
p81,7,3,51,44,41
p2,8,0,8,0,0
p10,8,3,54,46,43
p59,8,5,104,96,91
p65,8,7,230,222,215
p69,8,7,237,229,222
p76,8,10,478,470,460
p78,8,1,11,3,2
p86,8,10,488,480,470
p88,8,8,308,300,292
p91,8,6,150,142,136
p95,8,3,57,49,46
p6,9,5,109,100,95
p15,9,6,156,147,141
p25,9,0,9,0,0
p34,9,5,114,105,100
p47,9,9,389,380,371
p48,9,3,60,51,48
p55,9,1,12,3,2
p72,9,1,13,4,3
p79,9,7,244,235,228
p82,9,4,75,66,62
p84,9,6,162,153,147
p85,9,1,14,5,4
p94,9,1,15,6,5
p4,10,6,168,158,152
p5,10,4,79,69,65
p23,10,3,63,53,50
p27,10,6,174,164,158
p68,10,9,398,388,379
p83,10,0,10,0,0
p90,10,0,10,0,0
