Avg WT,Max WT,Avg TAT,Max TAT
"184,76",533,"190,29",543
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p0,0,3,3,3,0
p3,0,10,453,453,443
p7,0,6,170,170,164
p14,0,6,176,176,170
p21,0,0,0,0,0
p57,0,5,89,89,84
p67,0,5,94,94,89
p75,0,9,344,344,335
p79,0,10,463,463,453
p85,0,0,0,0,0
p95,0,6,182,182,176
p9,1,9,353,352,343
p30,1,7,231,230,223
p54,1,7,238,237,230
p82,1,0,3,2,2
p83,1,2,9,8,6
p90,1,2,11,10,8
p46,2,4,44,42,38
p69,2,5,99,97,92
p71,2,7,245,243,236
p72,2,8,295,293,285
p74,2,5,104,102,97
p88,2,5,109,107,102
p96,2,9,362,360,351
p97,2,9,371,369,360
p99,2,3,19,17,14
p19,3,6,188,185,179
p24,3,5,114,111,106
p28,3,8,303,300,292
p33,3,5,119,116,111
p41,3,7,252,249,242
p60,3,4,48,45,41
p86,3,2,14,11,9
p98,3,1,4,1,0
p1,4,10,473,469,459
p5,4,7,259,255,248
p36,4,10,483,479,469
p49,4,8,311,307,299
p64,4,4,52,48,44
p65,4,2,16,12,10
p66,4,1,5,1,0
p73,4,3,22,18,15
p81,4,4,56,52,48
p91,4,0,4,0,0
p92,4,6,194,190,184
p6,5,5,124,119,114
p8,5,9,380,375,366
p12,5,8,319,314,306
p20,5,4,60,55,51
p39,5,5,129,124,119
p45,5,7,266,261,254
p47,5,9,389,384,375
p55,5,7,273,268,261
p56,5,9,398,393,384
p63,5,1,6,1,0
p70,5,1,7,2,1
p80,5,3,25,20,17
p11,6,5,134,128,123
p13,6,5,139,133,128
p15,6,7,280,274,267
p16,6,6,200,194,188
p17,6,6,206,200,194
p34,6,10,493,487,477
p48,6,5,144,138,133
p59,6,4,64,58,54
p77,6,6,212,206,200
p4,7,0,7,0,0
p26,7,4,68,61,57
p38,7,6,218,211,205
p50,7,4,72,65,61
p52,7,10,503,496,486
p62,7,3,28,21,18
p78,7,4,76,69,65
p89,7,5,149,142,137
p94,7,4,80,73,69
p10,8,6,224,216,210
p37,8,5,154,146,141
p40,8,9,407,399,390
p53,8,3,31,23,20
p84,8,10,513,505,495
p87,8,0,9,1,1
p2,9,4,84,75,71
p18,9,3,34,25,22
p27,9,10,523,514,504
p31,9,5,159,150,145
p32,9,0,9,0,0
p51,9,5,164,155,150
p93,9,9,416,407,398
p22,10,8,327,317,309
p23,10,9,425,415,406
p25,10,10,533,523,513
p29,10,7,287,277,270
p35,10,8,335,325,317
p42,10,1,12,2,1
p43,10,10,543,533,523
p44,10,9,434,424,415
p58,10,3,37,27,24
p61,10,9,443,433,424
p68,10,3,40,30,27
p76,10,10,553,543,533
