Avg WT,Max WT,Avg TAT,Max TAT
"164,56",512,"169,88",522
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p10,0,1,1,1,0
p35,0,0,0,0,0
p42,0,6,118,118,112
p54,0,0,0,0,0
p66,0,7,203,203,196
p67,0,8,239,239,231
p73,0,9,304,304,295
p86,0,9,313,313,304
p91,0,5,87,87,82
p3,1,8,247,246,238
p22,1,8,255,254,246
p37,1,3,4,3,0
p61,1,10,422,421,411
p62,1,0,1,0,0
p1,2,4,58,56,52
p12,2,6,124,122,116
p18,2,8,263,261,253
p34,2,1,5,3,2
p46,2,2,11,9,7
p51,2,10,432,430,420
p82,2,6,130,128,122
p98,2,2,17,15,13
p5,3,9,322,319,310
p16,3,2,19,16,14
p27,3,6,136,133,127
p48,3,3,30,27,24
p53,3,5,92,89,84
p63,3,9,331,328,319
p75,3,3,33,30,27
p76,3,6,142,139,133
p81,3,1,6,3,2
p92,3,0,4,1,1
p4,4,10,442,438,428
p25,4,4,62,58,54
p38,4,10,452,448,438
p44,4,6,148,144,138
p45,4,9,340,336,327
p50,4,4,66,62,58
p56,4,9,349,345,336
p64,4,4,70,66,62
p72,4,10,462,458,448
p11,5,10,472,467,457
p29,5,8,271,266,258
p80,5,6,154,149,143
p84,5,3,36,31,28
p89,5,3,39,34,31
p94,5,9,358,353,344
p8,6,1,7,1,0
p26,6,7,210,204,197
p32,6,2,21,15,13
p36,6,10,482,476,466
p39,6,3,42,36,33
p43,6,1,8,2,1
p52,6,3,45,39,36
p58,6,3,48,42,39
p59,6,1,9,3,2
p60,6,4,74,68,64
p71,6,9,367,361,352
p79,6,9,376,370,361
p85,6,7,217,211,204
p87,6,5,97,91,86
p88,6,0,6,0,0
p21,7,9,385,378,369
p23,7,7,224,217,210
p40,7,8,279,272,264
p65,7,8,287,280,272
p96,7,6,160,153,147
p0,8,6,166,158,152
p9,8,8,295,287,279
p17,8,9,394,386,377
p24,8,4,78,70,66
p28,8,9,403,395,386
p68,8,7,231,223,216
p78,8,10,492,484,474
p93,8,2,23,15,13
p6,9,0,9,0,0
p20,9,5,102,93,88
p30,9,3,51,42,39
p74,9,0,9,0,0
p97,9,9,412,403,394
p2,10,2,25,15,13
p7,10,1,12,2,1
p13,10,6,172,162,156
p14,10,6,178,168,162
p15,10,10,502,492,482
p19,10,3,54,44,41
p31,10,10,512,502,492
p33,10,4,82,72,68
p41,10,1,13,3,2
p47,10,10,522,512,502
p49,10,6,184,174,168
p55,10,0,11,1,1
p57,10,6,190,180,174
p69,10,6,196,186,180
p70,10,5,107,97,92
p77,10,1,14,4,3
p83,10,2,27,17,15
p90,10,1,15,5,4
p95,10,10,532,522,512
p99,10,5,112,102,97
