Avg WT,Max WT,Avg TAT,Max TAT
"149,21",475,"154,16",485
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p22,0,3,22,22,19
p27,0,1,1,1,0
p28,0,6,142,142,136
p29,0,5,91,91,86
p33,0,8,281,281,273
p42,0,2,8,8,6
p55,0,1,2,2,1
p63,0,2,11,11,9
p65,0,3,25,25,22
p67,0,9,322,322,313
p71,0,5,96,96,91
p73,0,1,3,3,2
p86,0,9,331,331,322
p89,0,5,101,101,96
p91,0,4,62,62,58
p5,1,6,148,147,141
p7,1,6,154,153,147
p15,1,4,66,65,61
p17,1,1,4,3,2
p68,1,3,28,27,24
p77,1,10,395,394,384
p82,1,9,340,339,330
p95,1,0,1,0,0
p97,1,10,405,404,394
p1,2,4,70,68,64
p4,2,3,31,29,26
p10,2,7,203,201,194
p31,2,5,106,104,99
p54,2,5,111,109,104
p59,2,1,5,3,2
p60,2,9,349,347,338
p66,2,10,415,413,403
p93,2,4,74,72,68
p98,2,6,160,158,152
p12,3,9,358,355,346
p13,3,2,15,12,10
p21,3,5,116,113,108
p41,3,0,3,0,0
p46,3,10,425,422,412
p49,3,6,166,163,157
p61,3,2,17,14,12
p70,3,9,367,364,355
p72,3,8,289,286,278
p81,3,0,3,0,0
p8,4,5,121,117,112
p20,4,7,210,206,199
p30,4,10,435,431,421
p34,4,3,34,30,27
p44,4,7,217,213,206
p47,4,8,297,293,285
p48,4,2,19,15,13
p3,5,1,6,1,0
p14,5,0,5,0,0
p24,5,10,445,440,430
p32,5,7,224,219,212
p37,5,5,126,121,116
p50,5,8,305,300,292
p56,5,9,376,371,362
p78,5,6,172,167,161
p36,6,0,6,0,0
p52,6,7,231,225,218
p64,6,7,238,232,225
p69,6,0,6,0,0
p76,6,0,6,0,0
p80,6,3,37,31,28
p83,6,0,6,0,0
p88,6,6,178,172,166
p94,6,7,245,239,232
p6,7,0,8,1,1
p11,7,6,184,177,171
p16,7,7,252,245,238
p43,7,4,78,71,67
p58,7,1,9,2,1
p90,7,3,40,33,30
p35,8,8,313,305,297
p38,8,6,190,182,176
p39,8,4,82,74,70
p45,8,0,8,0,0
p53,8,0,8,0,0
p57,8,5,131,123,118
p79,8,9,385,377,368
p92,8,10,455,447,437
p96,8,7,259,251,244
p0,9,3,43,34,31
p18,9,4,86,77,73
p26,9,10,465,456,446
p74,9,3,46,37,34
p75,9,3,49,40,37
p84,9,10,475,466,456
p87,9,3,52,43,40
p2,10,10,485,475,465
p9,10,10,495,485,475
p19,10,7,266,256,249
p23,10,6,196,186,180
p25,10,5,136,126,121
p40,10,3,55,45,42
p51,10,3,58,48,45
p62,10,1,12,2,1
p85,10,7,273,263,256
p99,10,1,13,3,2
