Avg WT,Max WT,Avg TAT,Max TAT
"164,59",506,"169,85",516
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p0,0,0,0,0,0
p13,0,10,416,416,406
p17,0,9,316,316,307
p29,0,8,267,267,259
p47,0,7,203,203,196
p83,0,6,142,142,136
p90,0,2,2,2,0
p6,1,7,210,209,202
p20,1,7,217,216,209
p44,1,0,2,1,1
p57,1,0,2,1,1
p64,1,4,58,57,53
p70,1,7,224,223,216
p94,1,4,62,61,57
p23,2,1,3,1,0
p28,2,9,325,323,314
p40,2,3,18,16,13
p41,2,5,111,109,104
p61,2,0,2,0,0
p68,2,3,21,19,16
p77,2,6,148,146,140
p91,2,0,2,0,0
p3,3,7,231,228,221
p26,3,6,154,151,145
p32,3,9,334,331,322
p65,3,2,5,2,0
p74,3,4,66,63,59
p76,3,10,426,423,413
p79,3,6,160,157,151
p82,3,3,24,21,18
p95,3,9,343,340,331
p98,3,3,27,24,21
p99,3,10,436,433,423
p1,4,10,446,442,432
p5,4,7,238,234,227
p11,4,6,166,162,156
p12,4,4,70,66,62
p16,4,3,30,26,23
p19,4,2,8,4,2
p21,4,0,5,1,1
p24,4,1,6,2,1
p30,4,10,456,452,442
p36,4,8,275,271,263
p37,4,9,352,348,339
p39,4,8,283,279,271
p58,4,8,291,287,279
p93,4,0,5,1,1
p43,5,5,116,111,106
p49,5,5,121,116,111
p52,5,9,361,356,347
p56,5,2,10,5,3
p75,5,4,74,69,65
p25,6,4,78,72,68
p35,6,3,33,27,24
p50,6,3,36,30,27
p55,6,9,370,364,355
p72,6,7,245,239,232
p80,6,3,39,33,30
p84,6,8,299,293,285
p9,7,9,379,372,363
p27,7,3,42,35,32
p31,7,4,82,75,71
p62,7,10,466,459,449
p66,7,3,45,38,35
p67,7,5,126,119,114
p69,7,9,388,381,372
p78,7,10,476,469,459
p81,7,4,86,79,75
p96,7,6,172,165,159
p2,8,4,90,82,78
p15,8,0,8,0,0
p22,8,5,131,123,118
p33,8,7,252,244,237
p42,8,0,8,0,0
p48,8,6,178,170,164
p63,8,6,184,176,170
p73,8,3,48,40,37
p86,8,10,486,478,468
p92,8,2,13,5,3
p97,8,10,496,488,478
p10,9,1,11,2,1
p45,9,5,136,127,122
p51,9,4,94,85,81
p54,9,6,190,181,175
p85,9,3,51,42,39
p88,9,0,10,1,1
p4,10,6,196,186,180
p7,10,8,307,297,289
p8,10,4,98,88,84
p14,10,4,102,92,88
p18,10,2,15,5,3
p34,10,9,397,387,378
p38,10,10,506,496,486
p46,10,3,54,44,41
p53,10,4,106,96,92
p59,10,7,259,249,242
p60,10,0,10,0,0
p71,10,9,406,396,387
p87,10,10,516,506,496
p89,10,10,526,516,506
