Avg WT,Max WT,Avg TAT,Max TAT
"142,08",455,"146,83",465
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p19,0,3,40,40,37
p26,0,2,6,6,4
p31,0,5,97,97,92
p39,0,2,13,13,11
p60,0,1,1,1,0
p61,0,6,158,158,152
p68,0,10,395,395,385
p69,0,0,0,0,0
p78,0,6,164,164,158
p83,0,7,231,231,224
p2,1,1,2,1,0
p9,1,5,102,101,96
p35,1,5,107,106,101
p42,1,6,170,169,163
p47,1,3,43,42,39
p90,1,1,3,2,1
p6,2,9,322,320,311
p10,2,0,2,0,0
p29,2,4,56,54,50
p41,2,0,2,0,0
p44,2,2,15,13,11
p46,2,1,4,2,1
p53,2,3,46,44,41
p57,2,7,238,236,229
p67,2,2,17,15,13
p97,2,6,176,174,168
p99,2,0,2,0,0
p13,3,5,112,109,104
p15,3,7,245,242,235
p17,3,9,331,328,319
p27,3,10,405,402,392
p40,3,5,117,114,109
p52,3,2,19,16,14
p77,3,6,182,179,173
p93,3,2,21,18,16
p51,4,6,188,184,178
p73,4,7,252,248,241
p74,4,9,340,336,327
p85,4,5,122,118,113
p0,5,6,194,189,183
p3,5,10,415,410,400
p5,5,2,23,18,16
p8,5,4,60,55,51
p20,5,9,349,344,335
p23,5,0,6,1,1
p30,5,4,64,59,55
p34,5,5,127,122,117
p38,5,9,358,353,344
p45,5,4,68,63,59
p58,5,6,200,195,189
p62,5,7,259,254,247
p70,5,5,132,127,122
p75,5,1,7,2,1
p7,6,8,281,275,267
p14,6,7,266,260,253
p21,6,10,425,419,409
p22,6,1,8,2,1
p32,6,10,435,429,419
p36,6,3,49,43,40
p59,6,5,137,131,126
p79,6,4,72,66,62
p87,6,4,76,70,66
p91,6,10,445,439,429
p92,6,10,455,449,439
p94,6,1,9,3,2
p96,6,1,10,4,3
p98,6,6,206,200,194
p4,7,10,465,458,448
p12,7,0,7,0,0
p16,7,0,7,0,0
p24,7,6,212,205,199
p33,7,2,25,18,16
p37,7,6,218,211,205
p48,7,9,367,360,351
p49,7,5,142,135,130
p66,7,8,289,282,274
p80,7,9,376,369,360
p81,7,8,297,290,282
p89,7,6,224,217,211
p55,8,2,27,19,17
p64,8,4,80,72,68
p65,8,3,52,44,41
p72,8,2,29,21,19
p86,8,1,11,3,2
p95,8,2,31,23,21
p11,9,2,33,24,22
p25,9,4,84,75,71
p28,9,8,305,296,288
p63,9,5,147,138,133
p71,9,7,273,264,257
p76,9,4,88,79,75
p88,9,5,152,143,138
p1,10,2,35,25,23
p18,10,4,92,82,78
p43,10,0,10,0,0
p50,10,10,475,465,455
p54,10,8,313,303,295
p56,10,9,385,375,366
p82,10,2,37,27,25
p84,10,0,10,0,0
