Avg WT,Max WT,Avg TAT,Max TAT
"227,9",455,"222,86",445
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p2,0,5,0,0,5
p6,0,6,5,5,11
p8,0,6,11,11,17
p20,0,9,17,17,26
p30,0,0,26,26,26
p42,0,0,26,26,26
p72,0,7,26,26,33
p75,0,3,33,33,36
p85,0,0,36,36,36
p86,0,4,36,36,40
p90,0,6,40,40,46
p5,1,1,45,46,47
p10,1,7,46,47,54
p12,1,7,53,54,61
p18,1,4,60,61,65
p27,1,3,64,65,68
p44,1,5,67,68,73
p56,1,4,72,73,77
p81,1,2,76,77,79
p96,1,4,78,79,83
p22,2,6,81,83,89
p23,2,0,87,89,89
p26,2,4,87,89,93
p36,2,5,91,93,98
p37,2,0,96,98,98
p48,2,6,96,98,104
p53,2,8,102,104,112
p0,3,1,109,112,113
p9,3,7,110,113,120
p15,3,9,117,120,129
p19,3,7,126,129,136
p28,3,5,133,136,141
p40,3,10,138,141,151
p66,3,2,148,151,153
p77,3,0,150,153,153
p83,3,5,150,153,158
p91,3,4,155,158,162
p21,4,9,158,162,171
p43,4,8,167,171,179
p55,4,9,175,179,188
p63,4,7,184,188,195
p68,4,5,191,195,200
p69,4,0,196,200,200
p79,4,8,196,200,208
p98,4,0,204,208,208
p4,5,2,203,208,210
p24,5,2,205,210,212
p49,5,9,207,212,221
p54,5,5,216,221,226
p61,5,4,221,226,230
p76,5,10,225,230,240
p89,5,1,235,240,241
p95,5,1,236,241,242
p1,6,9,236,242,251
p34,6,5,245,251,256
p47,6,10,250,256,266
p52,6,1,260,266,267
p70,6,7,261,267,274
p80,6,10,268,274,284
p82,6,5,278,284,289
p3,7,3,282,289,292
p11,7,0,285,292,292
p14,7,3,285,292,295
p33,7,1,288,295,296
p39,7,3,289,296,299
p46,7,9,292,299,308
p58,7,5,301,308,313
p67,7,0,306,313,313
p87,7,7,306,313,320
p16,8,1,312,320,321
p25,8,10,313,321,331
p31,8,5,323,331,336
p35,8,10,328,336,346
p41,8,4,338,346,350
p45,8,8,342,350,358
p50,8,8,350,358,366
p62,8,8,358,366,374
p65,8,2,366,374,376
p78,8,1,368,376,377
p88,8,0,369,377,377
p92,8,5,369,377,382
p93,8,7,374,382,389
p7,9,3,380,389,392
p13,9,1,383,392,393
p17,9,0,384,393,393
p57,9,0,384,393,393
p60,9,10,384,393,403
p64,9,4,394,403,407
p71,9,0,398,407,407
p73,9,1,398,407,408
p74,9,9,399,408,417
p99,9,5,408,417,422
p29,10,3,412,422,425
p32,10,7,415,425,432
p38,10,2,422,432,434
p51,10,3,424,434,437
p59,10,7,427,437,444
p84,10,7,434,444,451
p94,10,4,441,451,455
p97,10,6,445,455,461
