Avg WT,Max WT,Avg TAT,Max TAT
"250,42",504,"244,96",494
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p10,0,6,0,0,6
p19,0,6,6,6,12
p41,0,7,12,12,19
p73,0,5,19,19,24
p85,0,4,24,24,28
p99,0,3,28,28,31
p3,1,1,30,31,32
p26,1,1,31,32,33
p33,1,6,32,33,39
p46,1,0,38,39,39
p56,1,2,38,39,41
p60,1,7,40,41,48
p63,1,3,47,48,51
p72,1,0,50,51,51
p75,1,8,50,51,59
p95,1,9,58,59,68
p98,1,0,67,68,68
p7,2,10,66,68,78
p14,2,7,76,78,85
p23,2,6,83,85,91
p30,2,3,89,91,94
p35,2,9,92,94,103
p42,2,9,101,103,112
p43,2,0,110,112,112
p79,2,2,110,112,114
p84,2,5,112,114,119
p20,3,5,116,119,124
p88,3,6,121,124,130
p91,3,6,127,130,136
p97,3,4,133,136,140
p12,4,9,136,140,149
p15,4,7,145,149,156
p16,4,7,152,156,163
p21,4,8,159,163,171
p38,4,7,167,171,178
p54,4,5,174,178,183
p58,4,6,179,183,189
p59,4,2,185,189,191
p68,4,5,187,191,196
p47,5,1,191,196,197
p61,5,6,192,197,203
p71,5,8,198,203,211
p76,5,5,206,211,216
p80,5,5,211,216,221
p83,5,10,216,221,231
p89,5,9,226,231,240
p6,6,5,234,240,245
p8,6,10,239,245,255
p18,6,3,249,255,258
p27,6,2,252,258,260
p36,6,10,254,260,270
p67,6,10,264,270,280
p4,7,2,273,280,282
p40,7,3,275,282,285
p45,7,4,278,285,289
p50,7,2,282,289,291
p52,7,5,284,291,296
p53,7,3,289,296,299
p57,7,8,292,299,307
p70,7,3,300,307,310
p81,7,8,303,310,318
p86,7,5,311,318,323
p87,7,6,316,323,329
p90,7,7,322,329,336
p92,7,4,329,336,340
p94,7,1,333,340,341
p96,7,8,334,341,349
p0,8,10,341,349,359
p1,8,10,351,359,369
p9,8,2,361,369,371
p25,8,0,363,371,371
p29,8,4,363,371,375
p37,8,0,367,375,375
p44,8,7,367,375,382
p51,8,5,374,382,387
p69,8,7,379,387,394
p74,8,1,386,394,395
p77,8,3,387,395,398
p2,9,10,389,398,408
p5,9,1,399,408,409
p11,9,7,400,409,416
p17,9,2,407,416,418
p22,9,0,409,418,418
p24,9,8,409,418,426
p28,9,2,417,426,428
p34,9,0,419,428,428
p48,9,3,419,428,431
p55,9,6,422,431,437
p62,9,4,428,437,441
p64,9,10,432,441,451
p65,9,10,442,451,461
p82,9,5,452,461,466
p93,9,3,457,466,469
p13,10,0,459,469,469
p31,10,4,459,469,473
p32,10,10,463,473,483
p39,10,8,473,483,491
p49,10,3,481,491,494
p66,10,10,484,494,504
p78,10,10,494,504,514
