Avg WT,Max WT,Avg TAT,Max TAT
"149,75",469,"154,64",479
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p2,0,10,409,409,399
p13,0,9,336,336,327
p17,0,2,3,3,1
p45,0,1,1,1,0
p68,0,7,216,216,209
p73,0,5,100,100,95
p74,0,4,63,63,59
p91,0,3,32,32,29
p92,0,5,105,105,100
p93,0,3,35,35,32
p97,0,7,223,223,216
p9,1,5,110,109,104
p36,1,6,161,160,154
p60,1,7,230,229,222
p76,1,8,287,286,278
p86,1,10,419,418,408
p88,1,8,295,294,286
p0,2,6,167,165,159
p10,2,4,67,65,61
p16,2,3,38,36,33
p37,2,4,71,69,65
p44,2,4,75,73,69
p70,2,10,429,427,417
p89,2,5,115,113,108
p96,2,0,3,1,1
p3,3,8,303,300,292
p25,3,7,237,234,227
p38,3,2,13,10,8
p51,3,6,173,170,164
p53,3,6,179,176,170
p77,3,10,439,436,426
p78,3,1,4,1,0
p4,4,1,5,1,0
p15,4,8,311,307,299
p27,4,3,41,37,34
p28,4,1,6,2,1
p40,4,2,15,11,9
p46,4,7,244,240,233
p71,4,5,120,116,111
p98,4,4,79,75,71
p1,5,2,17,12,10
p5,5,3,44,39,36
p6,5,1,7,2,1
p12,5,2,19,14,12
p14,5,5,125,120,115
p18,5,9,345,340,331
p24,5,6,185,180,174
p43,5,6,191,186,180
p50,5,2,21,16,14
p57,5,0,5,0,0
p62,5,2,23,18,16
p64,5,2,25,20,18
p79,5,8,319,314,306
p80,5,4,83,78,74
p81,5,0,5,0,0
p95,5,3,47,42,39
p8,6,0,6,0,0
p20,6,5,130,124,119
p21,6,7,251,245,238
p26,6,10,449,443,433
p31,6,5,135,129,124
p48,6,6,197,191,185
p58,6,9,354,348,339
p63,6,3,50,44,41
p65,6,3,53,47,44
p32,7,1,8,1,0
p41,7,5,140,133,128
p42,7,6,203,196,190
p52,7,0,7,0,0
p54,7,4,87,80,76
p56,7,9,363,356,347
p59,7,5,145,138,133
p85,7,1,9,2,1
p94,7,5,150,143,138
p99,7,7,258,251,244
p7,8,3,56,48,45
p11,8,0,8,0,0
p19,8,10,459,451,441
p23,8,9,372,364,355
p29,8,0,8,0,0
p30,8,4,91,83,79
p34,8,5,155,147,142
p47,8,3,59,51,48
p67,8,9,381,373,364
p69,8,1,10,2,1
p83,8,9,390,382,373
p87,8,0,8,0,0
p22,9,2,27,18,16
p39,9,7,265,256,249
p49,9,4,95,86,82
p61,9,2,29,20,18
p66,9,10,469,460,450
p82,9,10,479,470,460
p84,9,9,399,390,381
p33,10,6,209,199,193
p35,10,10,489,479,469
p55,10,7,272,262,255
p72,10,8,327,317,309
p75,10,7,279,269,262
p90,10,1,11,1,0
