Avg WT,Max WT,Avg TAT,Max TAT
"266,24",527,"260,73",517
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p10,0,1,0,0,1
p35,0,0,1,1,1
p42,0,6,1,1,7
p54,0,0,7,7,7
p66,0,7,7,7,14
p67,0,8,14,14,22
p73,0,9,22,22,31
p86,0,9,31,31,40
p91,0,5,40,40,45
p3,1,8,44,45,53
p22,1,8,52,53,61
p37,1,3,60,61,64
p61,1,10,63,64,74
p62,1,0,73,74,74
p1,2,4,72,74,78
p12,2,6,76,78,84
p18,2,8,82,84,92
p34,2,1,90,92,93
p46,2,2,91,93,95
p51,2,10,93,95,105
p82,2,6,103,105,111
p98,2,2,109,111,113
p5,3,9,110,113,122
p16,3,2,119,122,124
p27,3,6,121,124,130
p48,3,3,127,130,133
p53,3,5,130,133,138
p63,3,9,135,138,147
p75,3,3,144,147,150
p76,3,6,147,150,156
p81,3,1,153,156,157
p92,3,0,154,157,157
p4,4,10,153,157,167
p25,4,4,163,167,171
p38,4,10,167,171,181
p44,4,6,177,181,187
p45,4,9,183,187,196
p50,4,4,192,196,200
p56,4,9,196,200,209
p64,4,4,205,209,213
p72,4,10,209,213,223
p11,5,10,218,223,233
p29,5,8,228,233,241
p80,5,6,236,241,247
p84,5,3,242,247,250
p89,5,3,245,250,253
p94,5,9,248,253,262
p8,6,1,256,262,263
p26,6,7,257,263,270
p32,6,2,264,270,272
p36,6,10,266,272,282
p39,6,3,276,282,285
p43,6,1,279,285,286
p52,6,3,280,286,289
p58,6,3,283,289,292
p59,6,1,286,292,293
p60,6,4,287,293,297
p71,6,9,291,297,306
p79,6,9,300,306,315
p85,6,7,309,315,322
p87,6,5,316,322,327
p88,6,0,321,327,327
p21,7,9,320,327,336
p23,7,7,329,336,343
p40,7,8,336,343,351
p65,7,8,344,351,359
p96,7,6,352,359,365
p0,8,6,357,365,371
p9,8,8,363,371,379
p17,8,9,371,379,388
p24,8,4,380,388,392
p28,8,9,384,392,401
p68,8,7,393,401,408
p78,8,10,400,408,418
p93,8,2,410,418,420
p6,9,0,411,420,420
p20,9,5,411,420,425
p30,9,3,416,425,428
p74,9,0,419,428,428
p97,9,9,419,428,437
p2,10,2,427,437,439
p7,10,1,429,439,440
p13,10,6,430,440,446
p14,10,6,436,446,452
p15,10,10,442,452,462
p19,10,3,452,462,465
p31,10,10,455,465,475
p33,10,4,465,475,479
p41,10,1,469,479,480
p47,10,10,470,480,490
p49,10,6,480,490,496
p55,10,0,486,496,496
p57,10,6,486,496,502
p69,10,6,492,502,508
p70,10,5,498,508,513
p77,10,1,503,513,514
p83,10,2,504,514,516
p90,10,1,506,516,517
p95,10,10,507,517,527
p99,10,5,517,527,532
