Avg WT,Max WT,Avg TAT,Max TAT
"121,21",420,"125,61",430
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p6,0,2,14,14,12
p30,0,4,69,69,65
p34,0,2,16,16,14
p46,0,9,306,306,297
p73,0,8,257,257,249
p74,0,1,1,1,0
p97,0,0,0,0,0
p4,1,0,1,0,0
p5,1,0,1,0,0
p20,1,3,35,34,31
p23,1,9,315,314,305
p28,1,10,370,369,359
p39,1,10,380,379,369
p45,1,6,144,143,137
p67,1,3,38,37,34
p86,1,2,18,17,15
p90,1,3,41,40,37
p94,1,1,2,1,0
p96,1,7,193,192,185
p98,1,2,20,19,17
p10,2,1,3,1,0
p15,2,8,265,263,255
p21,2,1,4,2,1
p22,2,1,5,3,2
p24,2,0,2,0,0
p26,2,6,150,148,142
p40,2,0,2,0,0
p65,2,1,6,4,3
p92,2,7,200,198,191
p27,3,5,98,95,90
p32,3,5,103,100,95
p33,3,9,324,321,312
p60,3,2,22,19,17
p95,3,1,7,4,3
p2,4,1,8,4,3
p36,4,5,108,104,99
p49,4,6,156,152,146
p75,4,0,4,0,0
p82,4,0,4,0,0
p84,4,2,24,20,18
p88,4,5,113,109,104
p38,5,2,26,21,19
p41,5,7,207,202,195
p43,5,7,214,209,202
p48,5,5,118,113,108
p53,5,2,28,23,21
p58,5,4,73,68,64
p76,5,4,77,72,68
p83,5,0,5,0,0
p7,6,7,221,215,208
p17,6,3,44,38,35
p31,6,4,81,75,71
p51,6,6,162,156,150
p66,6,3,47,41,38
p72,6,5,123,117,112
p78,6,6,168,162,156
p85,6,10,390,384,374
p91,6,7,228,222,215
p93,6,9,333,327,318
p35,7,3,50,43,40
p47,7,1,9,2,1
p64,7,4,85,78,74
p69,7,10,400,393,383
p81,7,4,89,82,78
p99,7,3,53,46,43
p13,8,0,8,0,0
p29,8,1,10,2,1
p37,8,0,8,0,0
p42,8,10,410,402,392
p44,8,9,342,334,325
p52,8,3,56,48,45
p59,8,8,273,265,257
p61,8,3,59,51,48
p62,8,10,420,412,402
p70,8,0,8,0,0
p87,8,4,93,85,81
p0,9,3,62,53,50
p3,9,10,430,421,411
p8,9,1,11,2,1
p9,9,9,351,342,333
p11,9,7,235,226,219
p14,9,6,174,165,159
p16,9,0,9,0,0
p18,9,7,242,233,226
p50,9,5,128,119,114
p54,9,2,30,21,19
p56,9,5,133,124,119
p63,9,5,138,129,124
p71,9,8,281,272,264
p79,9,0,9,0,0
p89,9,2,32,23,21
p1,10,6,180,170,164
p12,10,9,360,350,341
p19,10,1,12,2,1
p25,10,8,289,279,271
p55,10,3,65,55,52
p57,10,6,186,176,170
p68,10,10,440,430,420
p77,10,7,249,239,232
p80,10,8,297,287,279
