Avg WT,Max WT,Avg TAT,Max TAT
"139,47",454,"144,2",464
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p15,0,6,173,173,167
p23,0,2,4,4,2
p36,0,8,239,239,231
p39,0,3,38,38,35
p64,0,10,393,393,383
p79,0,1,1,1,0
p96,0,9,320,320,311
p99,0,3,41,41,38
p18,1,2,7,6,4
p20,1,1,2,1,0
p37,1,7,210,209,202
p45,1,7,217,216,209
p49,1,8,247,246,238
p59,1,6,179,178,172
p72,1,10,403,402,392
p85,1,4,69,68,64
p98,1,2,9,8,6
p1,2,2,17,15,13
p14,2,8,255,253,245
p24,2,3,44,42,39
p35,2,0,2,0,0
p44,2,8,263,261,253
p48,2,10,413,411,401
p57,2,7,224,222,215
p94,2,5,102,100,95
p6,3,4,73,70,66
p28,3,5,107,104,99
p42,3,10,423,420,410
p75,3,6,185,182,176
p76,3,3,47,44,41
p87,3,8,271,268,260
p89,3,6,191,188,182
p13,4,2,19,15,13
p22,4,3,50,46,43
p31,4,3,53,49,46
p32,4,9,329,325,316
p50,4,3,56,52,49
p51,4,2,21,17,15
p52,4,8,279,275,267
p54,4,10,433,429,419
p73,4,1,5,1,0
p84,4,8,287,283,275
p97,4,4,77,73,69
p30,5,4,81,76,72
p38,5,4,85,80,76
p46,5,2,23,18,16
p74,5,5,112,107,102
p93,5,0,5,0,0
p9,6,0,7,1,1
p55,6,3,59,53,50
p61,6,5,117,111,106
p71,6,9,338,332,323
p83,6,8,295,289,281
p95,6,0,7,1,1
p0,7,0,7,0,0
p8,7,5,122,115,110
p16,7,10,443,436,426
p19,7,4,89,82,78
p56,7,4,93,86,82
p58,7,9,347,340,331
p68,7,2,25,18,16
p69,7,8,303,296,288
p81,7,6,197,190,184
p88,7,3,62,55,52
p91,7,5,127,120,115
p11,8,1,10,2,1
p26,8,0,9,1,1
p27,8,7,231,223,216
p41,8,1,11,3,2
p47,8,5,132,124,119
p63,8,10,453,445,435
p66,8,5,137,129,124
p67,8,9,356,348,339
p70,8,9,365,357,348
p80,8,0,9,1,1
p86,8,1,12,4,3
p2,9,1,13,4,3
p3,9,5,142,133,128
p4,9,3,65,56,53
p5,9,0,9,0,0
p12,9,10,463,454,444
p21,9,2,27,18,16
p25,9,10,473,464,454
p29,9,9,374,365,356
p33,9,2,29,20,18
p40,9,5,147,138,133
p43,9,5,152,143,138
p53,9,6,203,194,188
p62,9,2,31,22,20
p65,9,0,9,0,0
p77,9,5,157,148,143
p78,9,1,14,5,4
p82,9,5,162,153,148
p92,9,1,15,6,5
p7,10,5,167,157,152
p10,10,2,33,23,21
p17,10,8,311,301,293
p34,10,2,35,25,23
p60,10,4,97,87,83
p90,10,9,383,373,364
