Avg WT,Max WT,Avg TAT,Max TAT
"142,12",452,"146,83",462
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p3,0,10,401,401,391
p12,0,1,1,1,0
p17,0,6,170,170,164
p33,0,0,0,0,0
p35,0,3,30,30,27
p57,0,10,411,411,401
p79,0,4,55,55,51
p99,0,8,288,288,280
p0,1,8,296,295,287
p13,1,0,1,0,0
p29,1,6,176,175,169
p46,1,2,5,4,2
p47,1,6,182,181,175
p49,1,9,337,336,327
p55,1,2,13,12,10
p62,1,6,188,187,181
p64,1,1,2,1,0
p72,1,9,346,345,336
p82,1,0,1,0,0
p86,1,7,231,230,223
p11,2,1,3,1,0
p14,2,5,104,102,97
p42,2,5,109,107,102
p68,2,4,59,57,53
p81,2,0,2,0,0
p87,2,2,15,13,11
p92,2,6,194,192,186
p98,2,6,200,198,192
p2,3,10,421,418,408
p22,3,3,33,30,27
p30,3,0,3,0,0
p37,3,10,431,428,418
p59,3,4,63,60,56
p63,3,5,114,111,106
p65,3,4,67,64,60
p69,3,6,206,203,197
p71,3,4,71,68,64
p75,3,5,119,116,111
p85,3,6,212,209,203
p8,4,9,355,351,342
p24,4,7,238,234,227
p41,4,1,6,2,1
p53,4,8,304,300,292
p56,4,5,124,120,115
p60,4,1,7,3,2
p66,4,2,17,13,11
p67,4,9,364,360,351
p77,4,4,75,71,67
p88,4,6,218,214,208
p91,4,4,79,75,71
p93,4,0,5,1,1
p96,4,9,373,369,360
p97,4,7,245,241,234
p19,5,4,83,78,74
p23,5,10,441,436,426
p28,5,10,451,446,436
p84,5,3,36,31,28
p94,5,7,252,247,240
p9,6,5,129,123,118
p20,6,1,8,2,1
p26,6,2,19,13,11
p31,6,7,259,253,246
p48,6,5,134,128,123
p54,6,6,224,218,212
p58,6,1,9,3,2
p70,6,3,39,33,30
p76,6,0,6,0,0
p80,6,2,21,15,13
p89,6,7,266,260,253
p1,7,5,139,132,127
p5,7,10,461,454,444
p16,7,4,87,80,76
p18,7,7,273,266,259
p25,7,4,91,84,80
p27,7,5,144,137,132
p38,7,8,312,305,297
p21,8,5,149,141,136
p32,8,3,42,34,31
p36,8,5,154,146,141
p45,8,9,382,374,365
p61,8,1,10,2,1
p4,9,8,320,311,303
p10,9,2,23,14,12
p15,9,0,9,0,0
p34,9,9,391,382,373
p39,9,4,95,86,82
p40,9,5,159,150,145
p43,9,1,11,2,1
p44,9,2,25,16,14
p50,9,3,45,36,33
p73,9,3,48,39,36
p74,9,2,27,18,16
p90,9,3,51,42,39
p95,9,10,471,462,452
p6,10,5,164,154,149
p7,10,4,99,89,85
p51,10,8,328,318,310
p52,10,7,280,270,263
p78,10,0,10,0,0
p83,10,0,10,0,0
