Avg WT,Max WT,Avg TAT,Max TAT
"155,83",503,"161,06",513
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p1,0,9,285,285,276
p32,0,9,294,294,285
p53,0,1,1,1,0
p65,0,1,2,2,1
p73,0,4,47,47,43
p93,0,0,0,0,0
p4,1,9,303,302,293
p24,1,2,14,13,11
p35,1,5,84,83,78
p37,1,10,403,402,392
p41,1,10,413,412,402
p42,1,4,51,50,46
p58,1,6,120,119,113
p59,1,4,55,54,50
p69,1,7,163,162,155
p95,1,5,89,88,83
p99,1,1,3,2,1
p5,2,10,423,421,411
p18,2,7,170,168,161
p33,2,0,2,0,0
p3,3,0,3,0,0
p16,3,1,4,1,0
p48,3,10,433,430,420
p61,3,2,16,13,11
p78,3,1,5,2,1
p80,3,2,18,15,13
p84,3,10,443,440,430
p36,4,3,37,33,30
p46,4,2,20,16,14
p47,4,8,220,216,208
p52,4,6,126,122,116
p54,4,10,453,449,439
p55,4,8,228,224,216
p64,4,9,312,308,299
p72,4,3,40,36,33
p75,4,5,94,90,85
p85,4,0,4,0,0
p6,5,8,236,231,223
p11,5,0,5,0,0
p12,5,6,132,127,121
p28,5,1,6,1,0
p39,5,9,321,316,307
p40,5,8,244,239,231
p51,5,0,5,0,0
p56,5,0,5,0,0
p76,5,6,138,133,127
p83,5,6,144,139,133
p86,5,10,463,458,448
p87,5,9,330,325,316
p88,5,1,7,2,1
p90,5,9,339,334,325
p94,5,7,177,172,165
p10,6,1,8,2,1
p15,6,2,22,16,14
p19,6,10,473,467,457
p30,6,10,483,477,467
p62,6,5,99,93,88
p68,6,0,6,0,0
p74,6,9,348,342,333
p77,6,10,493,487,477
p82,6,8,252,246,238
p97,6,2,24,18,16
p7,7,9,357,350,341
p9,7,2,26,19,17
p23,7,4,59,52,48
p26,7,7,184,177,170
p27,7,4,63,56,52
p38,7,8,260,253,245
p43,7,9,366,359,350
p45,7,2,28,21,19
p49,7,2,30,23,21
p50,7,7,191,184,177
p57,7,3,43,36,33
p81,7,6,150,143,137
p8,8,9,375,367,358
p14,8,6,156,148,142
p21,8,2,32,24,22
p60,8,9,384,376,367
p63,8,1,9,1,0
p70,8,4,67,59,55
p71,8,7,198,190,183
p96,8,0,8,0,0
p98,8,7,205,197,190
p13,9,1,10,1,0
p22,9,4,71,62,58
p31,9,5,104,95,90
p34,9,10,503,494,484
p44,9,1,11,2,1
p67,9,5,109,100,95
p79,9,10,513,504,494
p89,9,8,268,259,251
p92,9,1,12,3,2
p0,10,10,523,513,503
p2,10,9,393,383,374
p17,10,8,276,266,258
p20,10,2,34,24,22
p25,10,7,212,202,195
p29,10,4,75,65,61
p66,10,4,79,69,65
p91,10,5,114,104,99
