Avg WT,Max WT,Avg TAT,Max TAT
"242,91",519,"237,98",509
ID,Arrival Time,Burst Time,Completion Time,Turn Around Time,Wait Time
p9,0,2,0,0,2
p18,0,0,2,2,2
p32,0,7,2,2,9
p43,0,4,9,9,13
p46,0,9,13,13,22
p47,0,6,22,22,28
p53,0,0,28,28,28
p60,0,6,28,28,34
p63,0,7,34,34,41
p68,0,6,41,41,47
p94,0,7,47,47,54
p98,0,3,54,54,57
p1,1,2,56,57,59
p11,1,1,58,59,60
p12,1,5,59,60,65
p17,1,7,64,65,72
p26,1,7,71,72,79
p59,1,2,78,79,81
p75,1,5,80,81,86
p78,1,1,85,86,87
p84,1,4,86,87,91
p85,1,9,90,91,100
p3,2,9,98,100,109
p5,2,5,107,109,114
p31,2,2,112,114,116
p62,2,10,114,116,126
p77,2,9,124,126,135
p80,2,8,133,135,143
p86,2,4,141,143,147
p89,2,4,145,147,151
p6,3,7,148,151,158
p7,3,3,155,158,161
p19,3,0,158,161,161
p25,3,5,158,161,166
p35,3,0,163,166,166
p58,3,3,163,166,169
p66,3,7,166,169,176
p76,3,10,173,176,186
p87,3,4,183,186,190
p22,4,5,186,190,195
p27,4,5,191,195,200
p44,4,5,196,200,205
p54,4,0,201,205,205
p65,4,7,201,205,212
p71,4,2,208,212,214
p90,4,1,210,214,215
p16,5,5,210,215,220
p33,5,4,215,220,224
p37,5,4,219,224,228
p38,5,9,223,228,237
p40,5,0,232,237,237
p61,5,9,232,237,246
p67,5,9,241,246,255
p91,5,6,250,255,261
p99,5,10,256,261,271
p2,6,5,265,271,276
p24,6,9,270,276,285
p34,6,2,279,285,287
p36,6,3,281,287,290
p56,6,2,284,290,292
p64,6,5,286,292,297
p69,6,2,291,297,299
p92,6,8,293,299,307
p93,6,4,301,307,311
p14,7,6,304,311,317
p28,7,3,310,317,320
p41,7,7,313,320,327
p42,7,1,320,327,328
p73,7,4,321,328,332
p74,7,3,325,332,335
p79,7,2,328,335,337
p97,7,4,330,337,341
p8,8,1,333,341,342
p21,8,7,334,342,349
p23,8,8,341,349,357
p39,8,6,349,357,363
p81,8,2,355,363,365
p88,8,9,357,365,374
p0,9,9,365,374,383
p13,9,4,374,383,387
p20,9,6,378,387,393
p30,9,9,384,393,402
p49,9,7,393,402,409
p51,9,9,400,409,418
p52,9,6,409,418,424
p55,9,8,415,424,432
p72,9,10,423,432,442
p82,9,9,433,442,451
p95,9,8,442,451,459
p4,10,4,449,459,463
p10,10,8,453,463,471
p15,10,10,461,471,481
p29,10,10,471,481,491
p45,10,7,481,491,498
p48,10,2,488,498,500
p50,10,5,490,500,505
p57,10,2,495,505,507
p70,10,2,497,507,509
p83,10,10,499,509,519
p96,10,8,509,519,527
