100,9,85,15
100,9,83,17
100,9,86,14
100,9,85,15
100,9,79,21
100,9,85,15
100,9,86,14
100,9,86,14
100,9,80,20
100,9,84,16
100,9,86,14
100,9,84,16
100,9,76,24
100,9,79,21
100,9,78,22
100,9,82,18
100,9,86,14
100,9,83,17
100,9,80,20
100,9,84,16
